start1,end1,start2,end2,count
-73.979382,40.688226,-73.979382,40.688226,40
-73.979382,40.688226,-73.97178913,40.69308257,29
-73.99098507,40.7575699,-73.977706,40.751873,29
-73.98379855,40.72621788,-73.9907527,40.72951496,28
-73.99974372,40.71602118,-73.99974372,40.71602118,25
-73.99098507,40.7575699,-73.97498696,40.75510267,24
-73.97371465,40.7643971,-73.95939,40.78307,22
-73.977706,40.751873,-73.99098507,40.7575699,22
-73.979382,40.688226,-73.968896,40.693261,22
-73.94552579,40.7862586,-73.9471673,40.7839636,22
-74.01713445,40.70834698,-74.015756,40.711512,21
-73.96885458,40.68940747,-73.979382,40.688226,21
-73.97178913,40.69308257,-73.979382,40.688226,21
-74.01030064,40.72019521,-74.01658354,40.7153379,20
-73.97498696,40.75510267,-73.99098507,40.7575699,20
-73.977706,40.751873,-73.99093085,40.75019995,20
-74.007756,40.746745,-74.00138497,40.74102151,20
-73.96536851,40.69196035,-73.979382,40.688226,20
-73.99098507,40.7575699,-73.99098507,40.7575699,19
-73.97982001,40.76132983,-73.99098507,40.7575699,19
-73.99098507,40.7575699,-73.99884222,40.76030096,18
-73.967416,40.756014,-73.967416,40.756014,18
-73.9907527,40.72951496,-73.98185424,40.72453734,17
-73.96063149,40.70924826,-73.96525063,40.71044554,17
-73.99098507,40.7575699,-73.97982001,40.76132983,17
-73.98990025,40.71427487,-73.99974372,40.71602118,17
-73.99974372,40.71602118,-74.009447,40.711066,16
-73.99974372,40.71602118,-73.9870295,40.71559509,16
-73.95411749,40.74232744,-73.95284,40.73555,16
-74.005226,40.751396,-73.99468482,40.75058535,16
-74.00218427,40.75018156,-73.99723551,40.74734825,16
-73.95850939,40.71745169,-73.96590294,40.71285887,16
-73.977706,40.751873,-73.98808416,40.74854862,15
-73.99415556,40.74173969,-73.98848395,40.74901271,15
-73.9471673,40.7839636,-73.94552579,40.7862586,15
-73.977706,40.751873,-73.98602213,40.74096374,15
-74.007756,40.746745,-73.99468482,40.75058535,15
-73.979382,40.688226,-73.9737299,40.6917823,15
-74.015756,40.711512,-74.01361706,40.70463334,15
-73.99415556,40.74173969,-74.00197139,40.7454973,15
-73.99074142,40.73454567,-73.98067966,40.72966729,14
-73.99415556,40.74173969,-73.99098507,40.7575699,14
-73.97111473,40.6750207,-73.97087984,40.6729679,14
-73.967416,40.756014,-73.99098507,40.7575699,14
-73.98602213,40.74096374,-73.9916,40.749156,14
-74.007756,40.746745,-73.99415556,40.74173969,14
-73.98303529,40.74444921,-73.977706,40.751873,14
-74.0046073,40.71273266,-73.99974372,40.71602118,14
-73.98191841,40.76915505,-73.99046034,40.77149671,14
-73.97634151,40.76590936,-73.97634151,40.76590936,14
-74.00451887,40.74691959,-73.99915362,40.74475148,14
-73.95284,40.73555,-73.95411749,40.74232744,13
-73.9916,40.749156,-73.98303529,40.74444921,13
-73.99098507,40.7575699,-73.9851615,40.76370739,13
-74.0021163,40.75594159,-73.993934,40.751551,13
-73.99098507,40.7575699,-73.98955109,40.7403432,13
-74.00138497,40.74102151,-73.99468482,40.75058535,13
-73.98848395,40.74901271,-73.99098507,40.7575699,13
-73.99415556,40.74173969,-73.99723551,40.74734825,13
-73.98683077,40.7451677,-73.99098507,40.7575699,13
-73.94984365,40.72395678,-73.94434,40.72557,13
-73.98067966,40.72966729,-73.99074142,40.73454567,13
-73.99468482,40.75058535,-74.00197139,40.7454973,13
-73.99415556,40.74173969,-73.99915362,40.74475148,13
-73.98765428,40.75097711,-73.977706,40.751873,13
-73.97111473,40.6750207,-73.97363831,40.668132,13
-73.97355569,40.69580705,-73.979382,40.688226,13
-73.96590294,40.71285887,-73.96063149,40.70924826,13
-73.99415556,40.74173969,-73.977706,40.751873,13
-73.9535166,40.77140426,-73.95840794,40.76876203,13
-73.979382,40.688226,-73.96599591,40.68323865,13
-73.97906899,40.76674056,-73.98191841,40.76915505,12
-73.979382,40.688226,-73.96536851,40.69196035,12
-73.99468482,40.75058535,-74.005226,40.751396,12
-73.94552579,40.7862586,-73.94552579,40.7862586,12
-73.98142006,40.72740794,-73.99102628,40.73020661,12
-73.98658032,40.75513557,-73.98848395,40.74901271,12
-73.98025185,40.75412081,-73.99098507,40.7575699,12
-73.981346,40.714215,-73.98990025,40.71427487,12
-73.97493121,40.68981035,-73.979382,40.688226,12
-73.95779,40.72906,-73.96165073,40.72036775,12
-74.00295035,40.74971775,-73.99723551,40.74734825,12
-74.007756,40.746745,-73.99915362,40.74475148,12
-73.98185424,40.72453734,-73.9907527,40.72951496,12
-73.977706,40.751873,-73.9916,40.749156,12
-73.967416,40.756014,-73.96094022,40.7612274,12
-73.99102628,40.73020661,-73.98067966,40.72966729,12
-73.9842844,40.69221589,-73.979382,40.688226,12
-73.97374737,40.77896784,-73.97371465,40.7643971,12
-73.98452729,40.76068327,-73.97805914,40.75724568,12
-73.99884222,40.76030096,-73.99098507,40.7575699,12
-73.944507,40.715143,-73.9422369,40.71907891,12
-73.99098507,40.7575699,-73.98452729,40.76068327,12
-74.00711384,40.73291553,-74.008119,40.739323,12
-73.99724901,40.72210379,-73.99974372,40.71602118,11
-73.98165557,40.73221853,-73.986923,40.734232,11
-73.97634151,40.76590936,-73.98191841,40.76915505,11
-74.009447,40.711066,-73.99974372,40.71602118,11
-73.99915362,40.74475148,-74.007756,40.746745,11
-73.98802084,40.7172274,-73.981346,40.714215,11
-73.96165073,40.72036775,-73.95779,40.72906,11
-74.01322069,40.71754834,-74.01129574,40.72771408,11
-73.98955109,40.7403432,-73.97809472,40.736502,11
-73.97498696,40.75510267,-73.967416,40.756014,11
-74.0091059,40.71625008,-74.01030064,40.72019521,11
-73.97805914,40.75724568,-73.99098507,40.7575699,11
-73.991454,40.700469,-73.99383605,40.70277159,11
-73.9916,40.749156,-73.983293,40.741459,11
-73.9647628,40.68851534,-73.979382,40.688226,11
-74.01043382,40.70905623,-74.01361706,40.70463334,11
-73.99974372,40.71602118,-73.98990025,40.71427487,11
-73.967416,40.756014,-73.97498696,40.75510267,11
-73.967416,40.756014,-73.98658032,40.75513557,11
