start1,end1,start2,end2,count
-73.98379855,40.72621788,-73.9907527,40.72951496,37
-73.979382,40.688226,-73.979382,40.688226,31
-73.967416,40.756014,-73.967416,40.756014,27
-73.977706,40.751873,-73.99098507,40.7575699,27
-73.99974372,40.71602118,-73.99974372,40.71602118,25
-73.99098507,40.7575699,-73.97498696,40.75510267,22
-73.99098507,40.7575699,-73.977706,40.751873,22
-73.993934,40.751551,-73.99098507,40.7575699,21
-73.96536851,40.69196035,-73.979382,40.688226,21
-73.979382,40.688226,-73.968896,40.693261,20
-73.977706,40.751873,-73.98602213,40.74096374,20
-73.97363831,40.668132,-73.97111473,40.6750207,20
-73.98194829,40.7457121,-73.97449784,40.74322681,20
-73.968896,40.693261,-73.979382,40.688226,20
-73.977706,40.751873,-73.98808416,40.74854862,19
-74.00218427,40.75018156,-73.99723551,40.74734825,19
-73.99098507,40.7575699,-73.99884222,40.76030096,18
-73.97982001,40.76132983,-73.98268129,40.76344058,18
-73.9422369,40.71907891,-73.944507,40.715143,18
-73.96885458,40.68940747,-73.979382,40.688226,18
-73.99098507,40.7575699,-73.98452729,40.76068327,18
-73.9471673,40.7839636,-73.94552579,40.7862586,17
-73.97898475,40.7770575,-73.97620574,40.77579377,17
-74.005226,40.751396,-73.99468482,40.75058535,17
-73.97498696,40.75510267,-73.99098507,40.7575699,17
-73.96590294,40.71285887,-73.95850939,40.71745169,17
-73.98452729,40.76068327,-73.99098507,40.7575699,17
-73.99723551,40.74734825,-74.00218427,40.75018156,17
-73.979382,40.688226,-73.9737299,40.6917823,16
-73.97573881,40.73314259,-73.97809472,40.736502,16
-73.99098507,40.7575699,-73.97982001,40.76132983,16
-73.977706,40.751873,-73.983293,40.741459,15
-73.979382,40.688226,-73.96536851,40.69196035,15
-73.981346,40.714215,-73.98990025,40.71427487,15
-74.00681753,40.74334935,-74.00138497,40.74102151,15
-73.99098507,40.7575699,-73.99098507,40.7575699,15
-73.97178913,40.69308257,-73.979382,40.688226,15
-73.99098507,40.7575699,-73.988639,40.768254,15
-73.977706,40.751873,-73.99093085,40.75019995,15
-73.98054421,40.73381219,-73.97573881,40.73314259,15
-73.99098507,40.7575699,-73.98658032,40.75513557,15
-74.00295035,40.74971775,-73.99723551,40.74734825,15
-74.01658354,40.7153379,-74.01030064,40.72019521,14
-73.99098507,40.7575699,-73.99301222,40.76269882,14
-73.97111473,40.6750207,-73.97363831,40.668132,14
-73.98303529,40.74444921,-73.977706,40.751873,14
