geometry,start,end
"{""type"": ""Point"", ""coordinates"": [-73.99098507,40.7575699]}",816,821
"{""type"": ""Point"", ""coordinates"": [-73.99974372,40.71602118]}",518,504
"{""type"": ""Point"", ""coordinates"": [-73.967416,40.756014]}",497,465
"{""type"": ""Point"", ""coordinates"": [-73.977706,40.751873]}",487,470
"{""type"": ""Point"", ""coordinates"": [-73.979382,40.688226]}",460,425
"{""type"": ""Point"", ""coordinates"": [-73.99468482,40.75058535]}",393,396
"{""type"": ""Point"", ""coordinates"": [-73.98955109,40.7403432]}",376,365
"{""type"": ""Point"", ""coordinates"": [-73.97498696,40.75510267]}",327,326
"{""type"": ""Point"", ""coordinates"": [-73.99009296,40.73704984]}",326,320
"{""type"": ""Point"", ""coordinates"": [-73.99415556,40.74173969]}",299,296
"{""type"": ""Point"", ""coordinates"": [-73.993934,40.751551]}",287,286
"{""type"": ""Point"", ""coordinates"": [-73.98658032,40.75513557]}",282,278
"{""type"": ""Point"", ""coordinates"": [-73.99074142,40.73454567]}",269,261
"{""type"": ""Point"", ""coordinates"": [-73.99093085,40.75019995]}",262,260
"{""type"": ""Point"", ""coordinates"": [-74.00451887,40.74691959]}",255,258
"{""type"": ""Point"", ""coordinates"": [-73.9916,40.749156]}",254,255
"{""type"": ""Point"", ""coordinates"": [-73.97982001,40.76132983]}",254,251
"{""type"": ""Point"", ""coordinates"": [-73.98848395,40.74901271]}",246,213
"{""type"": ""Point"", ""coordinates"": [-74.00138497,40.74102151]}",244,237
"{""type"": ""Point"", ""coordinates"": [-73.97791,40.751581]}",239,264
"{""type"": ""Point"", ""coordinates"": [-73.98191841,40.76915505]}",239,252
"{""type"": ""Point"", ""coordinates"": [-73.98918629,40.74286877]}",239,241
"{""type"": ""Point"", ""coordinates"": [-73.98194829,40.7457121]}",235,230
"{""type"": ""Point"", ""coordinates"": [-73.98192338,40.7652654]}",233,227
"{""type"": ""Point"", ""coordinates"": [-73.9907527,40.72951496]}",232,215
"{""type"": ""Point"", ""coordinates"": [-73.99102628,40.73020661]}",230,213
"{""type"": ""Point"", ""coordinates"": [-73.98602213,40.74096374]}",226,218
"{""type"": ""Point"", ""coordinates"": [-73.99200509,40.73492695]}",215,228
"{""type"": ""Point"", ""coordinates"": [-74.00711384,40.73291553]}",213,216
"{""type"": ""Point"", ""coordinates"": [-73.99529885,40.74487634]}",209,203
"{""type"": ""Point"", ""coordinates"": [-73.95818491,40.76500525]}",207,212
"{""type"": ""Point"", ""coordinates"": [-73.983293,40.741459]}",206,212
"{""type"": ""Point"", ""coordinates"": [-73.99379025,40.72743423]}",205,201
"{""type"": ""Point"", ""coordinates"": [-73.99456405,40.73971301]}",205,203
"{""type"": ""Point"", ""coordinates"": [-74.00214988,40.73038599]}",204,174
"{""type"": ""Point"", ""coordinates"": [-73.993915,40.746647]}",204,206
"{""type"": ""Point"", ""coordinates"": [-73.98205027,40.73587678]}",203,205
"{""type"": ""Point"", ""coordinates"": [-73.97371465,40.7643971]}",202,203
"{""type"": ""Point"", ""coordinates"": [-73.98452729,40.76068327]}",201,198
"{""type"": ""Point"", ""coordinates"": [-73.98165557,40.73221853]}",200,204
"{""type"": ""Point"", ""coordinates"": [-73.98067966,40.72966729]}",199,178
"{""type"": ""Point"", ""coordinates"": [-73.97805914,40.75724568]}",197,205
"{""type"": ""Point"", ""coordinates"": [-73.97449784,40.74322681]}",193,177
"{""type"": ""Point"", ""coordinates"": [-73.98808416,40.74854862]}",193,192
"{""type"": ""Point"", ""coordinates"": [-73.99238967,40.73726186]}",188,184
"{""type"": ""Point"", ""coordinates"": [-73.99723551,40.74734825]}",187,176
"{""type"": ""Point"", ""coordinates"": [-73.99724901,40.72210379]}",185,186
"{""type"": ""Point"", ""coordinates"": [-73.99144871,40.74395411]}",184,188
"{""type"": ""Point"", ""coordinates"": [-74.01322069,40.71754834]}",184,179
"{""type"": ""Point"", ""coordinates"": [-73.98683077,40.7451677]}",183,181
"{""type"": ""Point"", ""coordinates"": [-74.00297088,40.72710258]}",181,192
"{""type"": ""Point"", ""coordinates"": [-74.01030064,40.72019521]}",180,141
"{""type"": ""Point"", ""coordinates"": [-73.97809472,40.736502]}",179,180
"{""type"": ""Point"", ""coordinates"": [-74.00674436,40.73172428]}",179,161
"{""type"": ""Point"", ""coordinates"": [-74.015756,40.711512]}",177,166
"{""type"": ""Point"", ""coordinates"": [-73.98855723,40.7462009]}",175,173
"{""type"": ""Point"", ""coordinates"": [-73.98142006,40.72740794]}",173,186
"{""type"": ""Point"", ""coordinates"": [-74.00218427,40.75018156]}",172,162
"{""type"": ""Point"", ""coordinates"": [-74.00197139,40.7454973]}",165,162
"{""type"": ""Point"", ""coordinates"": [-73.9912551,40.76019252]}",164,154
"{""type"": ""Point"", ""coordinates"": [-73.97573881,40.73314259]}",163,182
"{""type"": ""Point"", ""coordinates"": [-73.97604882,40.7489006]}",162,158
"{""type"": ""Point"", ""coordinates"": [-73.98672378,40.73047309]}",159,166
"{""type"": ""Point"", ""coordinates"": [-73.97966069,40.74394314]}",158,139
"{""type"": ""Point"", ""coordinates"": [-73.97283406,40.78499979]}",158,177
"{""type"": ""Point"", ""coordinates"": [-74.00507033,40.7394482]}",157,142
"{""type"": ""Point"", ""coordinates"": [-74.00277668,40.76087502]}",156,152
"{""type"": ""Point"", ""coordinates"": [-73.99490342,40.73143724]}",155,154
"{""type"": ""Point"", ""coordinates"": [-73.9734419,40.74780373]}",155,144
"{""type"": ""Point"", ""coordinates"": [-74.01658354,40.7153379]}",155,161
"{""type"": ""Point"", ""coordinates"": [-73.98978041,40.7262807]}",154,147
"{""type"": ""Point"", ""coordinates"": [-73.986923,40.734232]}",153,166
"{""type"": ""Point"", ""coordinates"": [-73.99662137,40.72706363]}",152,154
"{""type"": ""Point"", ""coordinates"": [-73.97634151,40.76590936]}",152,149
"{""type"": ""Point"", ""coordinates"": [-73.98990025,40.71427487]}",152,158
"{""type"": ""Point"", ""coordinates"": [-74.00566443,40.72243797]}",152,106
"{""type"": ""Point"", ""coordinates"": [-73.989111,40.722055]}",152,151
"{""type"": ""Point"", ""coordinates"": [-73.98316936,40.75527307]}",151,149
"{""type"": ""Point"", ""coordinates"": [-73.98490707,40.74765947]}",150,153
"{""type"": ""Point"", ""coordinates"": [-73.98713956,40.7284186]}",150,144
"{""type"": ""Point"", ""coordinates"": [-73.98054421,40.73381219]}",150,148
"{""type"": ""Point"", ""coordinates"": [-73.99906065,40.73047747]}",149,151
"{""type"": ""Point"", ""coordinates"": [-73.97992194,40.75216528]}",149,148
"{""type"": ""Point"", ""coordinates"": [-74.005226,40.751396]}",148,144
"{""type"": ""Point"", ""coordinates"": [-73.99431,40.735445]}",148,150
"{""type"": ""Point"", ""coordinates"": [-73.99994661,40.73781509]}",146,155
"{""type"": ""Point"", ""coordinates"": [-73.9851615,40.76370739]}",146,144
"{""type"": ""Point"", ""coordinates"": [-74.01361706,40.70463334]}",145,143
"{""type"": ""Point"", ""coordinates"": [-73.97738662,40.7381765]}",145,144
"{""type"": ""Point"", ""coordinates"": [-73.98751968,40.73827428]}",144,145
"{""type"": ""Point"", ""coordinates"": [-73.99726235,40.74238787]}",144,163
"{""type"": ""Point"", ""coordinates"": [-74.00681753,40.74334935]}",142,146
"{""type"": ""Point"", ""coordinates"": [-73.98564945,40.72779126]}",142,140
"{""type"": ""Point"", ""coordinates"": [-73.98215353,40.74311555]}",142,149
"{""type"": ""Point"", ""coordinates"": [-73.98426726,40.72953837]}",141,138
"{""type"": ""Point"", ""coordinates"": [-73.98379855,40.72621788]}",141,159
"{""type"": ""Point"", ""coordinates"": [-73.98093045,40.77966809]}",141,148
"{""type"": ""Point"", ""coordinates"": [-73.97973776,40.73912601]}",141,143
"{""type"": ""Point"", ""coordinates"": [-73.98303529,40.74444921]}",139,135
"{""type"": ""Point"", ""coordinates"": [-73.99810231,40.72917025]}",139,140
"{""type"": ""Point"", ""coordinates"": [-73.99915362,40.74475148]}",139,135
"{""type"": ""Point"", ""coordinates"": [-73.98721619,40.75299641]}",138,139
"{""type"": ""Point"", ""coordinates"": [-73.99884222,40.76030096]}",138,140
"{""type"": ""Point"", ""coordinates"": [-73.99480012,40.72317958]}",138,135
"{""type"": ""Point"", ""coordinates"": [-74.00367558,40.74353373]}",137,142
"{""type"": ""Point"", ""coordinates"": [-73.97706058,40.74290902]}",136,145
"{""type"": ""Point"", ""coordinates"": [-73.98336183,40.76228826]}",135,133
"{""type"": ""Point"", ""coordinates"": [-73.98765428,40.75097711]}",134,125
