geometry,start,end
"{""type"": ""Point"", ""coordinates"": [-74.00507033,40.7394482]}",155,165
"{""type"": ""Point"", ""coordinates"": [-73.98093045,40.77966809]}",152,137
"{""type"": ""Point"", ""coordinates"": [-73.97966069,40.74394314]}",152,166
"{""type"": ""Point"", ""coordinates"": [-73.97992194,40.75216528]}",151,175
"{""type"": ""Point"", ""coordinates"": [-73.98683077,40.7451677]}",151,152
"{""type"": ""Point"", ""coordinates"": [-73.98185424,40.72453734]}",151,120
"{""type"": ""Point"", ""coordinates"": [-74.01043382,40.70905623]}",149,154
"{""type"": ""Point"", ""coordinates"": [-73.99726235,40.74238787]}",148,147
"{""type"": ""Point"", ""coordinates"": [-73.98316936,40.75527307]}",147,144
"{""type"": ""Point"", ""coordinates"": [-73.97121214,40.744219]}",147,109
"{""type"": ""Point"", ""coordinates"": [-73.98379855,40.72621788]}",146,181
"{""type"": ""Point"", ""coordinates"": [-73.99404649,40.72903917]}",146,149
"{""type"": ""Point"", ""coordinates"": [-73.95348296,40.76663814]}",146,134
"{""type"": ""Point"", ""coordinates"": [-73.99431,40.735445]}",145,134
"{""type"": ""Point"", ""coordinates"": [-74.009447,40.711066]}",145,150
"{""type"": ""Point"", ""coordinates"": [-73.98215353,40.74311555]}",145,155
"{""type"": ""Point"", ""coordinates"": [-74.0046073,40.71273266]}",145,159
"{""type"": ""Point"", ""coordinates"": [-73.98336183,40.76228826]}",144,151
"{""type"": ""Point"", ""coordinates"": [-73.97738662,40.7381765]}",144,132
"{""type"": ""Point"", ""coordinates"": [-73.99931783,40.73935542]}",144,139
"{""type"": ""Point"", ""coordinates"": [-73.99662137,40.72706363]}",143,149
"{""type"": ""Point"", ""coordinates"": [-73.98303529,40.74444921]}",142,145
"{""type"": ""Point"", ""coordinates"": [-73.98859651,40.75929124]}",141,145
"{""type"": ""Point"", ""coordinates"": [-73.98997825,40.72019576]}",140,129
"{""type"": ""Point"", ""coordinates"": [-73.99266288,40.71893904]}",139,133
"{""type"": ""Point"", ""coordinates"": [-73.96724467,40.76095756]}",138,148
"{""type"": ""Point"", ""coordinates"": [-73.99800419,40.73532427]}",138,120
"{""type"": ""Point"", ""coordinates"": [-73.99642959,40.73804614]}",138,125
"{""type"": ""Point"", ""coordinates"": [-73.98990025,40.71427487]}",137,131
"{""type"": ""Point"", ""coordinates"": [-74.008119,40.739323]}",137,125
"{""type"": ""Point"", ""coordinates"": [-73.99884222,40.76030096]}",136,115
"{""type"": ""Point"", ""coordinates"": [-73.96905301,40.75001986]}",136,146
"{""type"": ""Point"", ""coordinates"": [-73.97620574,40.77579377]}",136,141
"{""type"": ""Point"", ""coordinates"": [-73.98788205,40.76227205]}",136,138
"{""type"": ""Point"", ""coordinates"": [-73.98751968,40.73827428]}",135,144
"{""type"": ""Point"", ""coordinates"": [-73.97634151,40.76590936]}",134,163
"{""type"": ""Point"", ""coordinates"": [-73.99190759,40.71605866]}",134,129
"{""type"": ""Point"", ""coordinates"": [-74.00004031,40.74345335]}",133,129
"{""type"": ""Point"", ""coordinates"": [-73.97898475,40.7770575]}",132,155
"{""type"": ""Point"", ""coordinates"": [-73.99490342,40.73143724]}",132,129
"{""type"": ""Point"", ""coordinates"": [-73.98490707,40.74765947]}",132,138
"{""type"": ""Point"", ""coordinates"": [-73.9870295,40.71559509]}",131,129
"{""type"": ""Point"", ""coordinates"": [-73.96685276,40.77282817]}",131,132
"{""type"": ""Point"", ""coordinates"": [-74.005226,40.751396]}",129,138
"{""type"": ""Point"", ""coordinates"": [-73.98426726,40.72953837]}",129,115
"{""type"": ""Point"", ""coordinates"": [-73.98765428,40.75097711]}",129,149
"{""type"": ""Point"", ""coordinates"": [-73.98473765,40.73624527]}",129,119
"{""type"": ""Point"", ""coordinates"": [-74.0021163,40.75594159]}",128,135
"{""type"": ""Point"", ""coordinates"": [-74.00293877,40.73401143]}",128,133
"{""type"": ""Point"", ""coordinates"": [-73.98025185,40.75412081]}",127,131
"{""type"": ""Point"", ""coordinates"": [-74.00295035,40.74971775]}",127,134
"{""type"": ""Point"", ""coordinates"": [-73.99392888,40.76727216]}",126,132
"{""type"": ""Point"", ""coordinates"": [-73.976806,40.739445]}",125,142
"{""type"": ""Point"", ""coordinates"": [-73.96094022,40.7612274]}",125,119
"{""type"": ""Point"", ""coordinates"": [-73.99422366,40.7158155]}",124,119
"{""type"": ""Point"", ""coordinates"": [-73.98583621,40.72307749]}",124,121
"{""type"": ""Point"", ""coordinates"": [-73.9851615,40.76370739]}",124,124
"{""type"": ""Point"", ""coordinates"": [-73.94552579,40.7862586]}",124,116
"{""type"": ""Point"", ""coordinates"": [-73.99810231,40.72917025]}",123,124
"{""type"": ""Point"", ""coordinates"": [-73.99046034,40.77149671]}",123,130
"{""type"": ""Point"", ""coordinates"": [-73.99301222,40.76269882]}",123,102
"{""type"": ""Point"", ""coordinates"": [-74.00681753,40.74334935]}",123,139
"{""type"": ""Point"", ""coordinates"": [-73.99906065,40.73047747]}",122,129
"{""type"": ""Point"", ""coordinates"": [-73.98338988,40.75038009]}",122,123
"{""type"": ""Point"", ""coordinates"": [-73.97835016,40.76309387]}",121,124
"{""type"": ""Point"", ""coordinates"": [-73.98014437,40.75500254]}",121,115
"{""type"": ""Point"", ""coordinates"": [-73.98268129,40.76344058]}",120,135
"{""type"": ""Point"", ""coordinates"": [-73.99069656,40.72502876]}",120,119
"{""type"": ""Point"", ""coordinates"": [-73.99147535,40.72229346]}",120,119
"{""type"": ""Point"", ""coordinates"": [-73.98797393,40.73536706]}",120,126
"{""type"": ""Point"", ""coordinates"": [-73.96024116,40.71534825]}",118,109
"{""type"": ""Point"", ""coordinates"": [-73.98368779,40.72217444]}",118,110
"{""type"": ""Point"", ""coordinates"": [-73.98261428,40.77163851]}",118,141
"{""type"": ""Point"", ""coordinates"": [-73.96961715,40.78472675]}",117,117
"{""type"": ""Point"", ""coordinates"": [-73.988038,40.770513]}",116,134
"{""type"": ""Point"", ""coordinates"": [-73.97282625,40.75255434]}",116,116
"{""type"": ""Point"", ""coordinates"": [-73.9535166,40.77140426]}",115,91
"{""type"": ""Point"", ""coordinates"": [-73.99461843,40.76009437]}",115,116
"{""type"": ""Point"", ""coordinates"": [-73.99061728,40.76669671]}",114,109
"{""type"": ""Point"", ""coordinates"": [-74.0091059,40.71625008]}",114,94
"{""type"": ""Point"", ""coordinates"": [-73.96165073,40.72036775]}",114,97
"{""type"": ""Point"", ""coordinates"": [-73.99383605,40.70277159]}",112,70
"{""type"": ""Point"", ""coordinates"": [-73.99667444,40.76341379]}",112,110
"{""type"": ""Point"", ""coordinates"": [-73.97768752,40.72521311]}",112,100
"{""type"": ""Point"", ""coordinates"": [-73.97032517,40.75323098]}",111,115
"{""type"": ""Point"", ""coordinates"": [-73.98564945,40.72779126]}",111,110
"{""type"": ""Point"", ""coordinates"": [-74.01713445,40.70834698]}",111,92
"{""type"": ""Point"", ""coordinates"": [-73.99510132,40.73331967]}",110,105
"{""type"": ""Point"", ""coordinates"": [-73.98517977,40.72066442]}",110,87
"{""type"": ""Point"", ""coordinates"": [-73.97950418,40.72746421]}",110,102
"{""type"": ""Point"", ""coordinates"": [-74.00473036,40.72430832]}",110,115
"{""type"": ""Point"", ""coordinates"": [-74.00367558,40.74353373]}",109,122
"{""type"": ""Point"", ""coordinates"": [-73.97782542,40.7734066]}",108,145
"{""type"": ""Point"", ""coordinates"": [-74.00670227,40.70355377]}",108,118
"{""type"": ""Point"", ""coordinates"": [-73.9979009,40.75660359]}",107,92
"{""type"": ""Point"", ""coordinates"": [-74.013012,40.7149787]}",107,105
"{""type"": ""Point"", ""coordinates"": [-73.95939,40.78307]}",106,107
"{""type"": ""Point"", ""coordinates"": [-73.99480012,40.72317958]}",106,114
"{""type"": ""Point"", ""coordinates"": [-73.97536082,40.74144387]}",105,112
"{""type"": ""Point"", ""coordinates"": [-73.97207836,40.75714758]}",104,108
"{""type"": ""Point"", ""coordinates"": [-73.99923384,40.74937024]}",104,88
"{""type"": ""Point"", ""coordinates"": [-73.981346,40.714215]}",104,90
"{""type"": ""Point"", ""coordinates"": [-73.988639,40.768254]}",101,92
"{""type"": ""Point"", ""coordinates"": [-73.97402311,40.7597108]}",101,102
"{""type"": ""Point"", ""coordinates"": [-73.98802084,40.7172274]}",100,95
"{""type"": ""Point"", ""coordinates"": [-73.99852205,40.73226398]}",98,94
"{""type"": ""Point"", ""coordinates"": [-73.98918696,40.77515953]}",97,66
"{""type"": ""Point"", ""coordinates"": [-73.96590294,40.71285887]}",96,101
"{""type"": ""Point"", ""coordinates"": [-74.01122332,40.71485151]}",95,95
"{""type"": ""Point"", ""coordinates"": [-73.96427393,40.77632142]}",94,109
"{""type"": ""Point"", ""coordinates"": [-73.955613,40.799484]}",93,92
"{""type"": ""Point"", ""coordinates"": [-73.98257732,40.75668721]}",92,93
"{""type"": ""Point"", ""coordinates"": [-73.963198,40.716887]}",91,85
"{""type"": ""Point"", ""coordinates"": [-73.97906899,40.76674056]}",91,94
"{""type"": ""Point"", ""coordinates"": [-73.97374737,40.77896784]}",91,98
"{""type"": ""Point"", ""coordinates"": [-74.00965965,40.72405549]}",91,97
"{""type"": ""Point"", ""coordinates"": [-73.9396861,40.8045555]}",88,96
"{""type"": ""Point"", ""coordinates"": [-74.000271,40.735238]}",88,87
"{""type"": ""Point"", ""coordinates"": [-74.00234737,40.72165481]}",88,100
"{""type"": ""Point"", ""coordinates"": [-73.97648516,40.75992262]}",87,85
"{""type"": ""Point"", ""coordinates"": [-73.98690506,40.76584941]}",87,90
"{""type"": ""Point"", ""coordinates"": [-74.00653609,40.70955958]}",87,73
"{""type"": ""Point"", ""coordinates"": [-73.98753523,40.75172632]}",87,78
"{""type"": ""Point"", ""coordinates"": [-73.99063168,40.6867443]}",87,87
"{""type"": ""Point"", ""coordinates"": [-73.98949474,40.69241829]}",86,105
"{""type"": ""Point"", ""coordinates"": [-73.960876,40.710451]}",86,85
"{""type"": ""Point"", ""coordinates"": [-73.98085795,40.7208736]}",86,91
"{""type"": ""Point"", ""coordinates"": [-73.95520136,40.71816969]}",86,99
"{""type"": ""Point"", ""coordinates"": [-74.00562789,40.71450451]}",85,84
"{""type"": ""Point"", ""coordinates"": [-73.98288594,40.77748046]}",85,98
"{""type"": ""Point"", ""coordinates"": [-73.95482273,40.7689738]}",85,86
"{""type"": ""Point"", ""coordinates"": [-73.99158043,40.73261787]}",85,78
"{""type"": ""Point"", ""coordinates"": [-74.00504082,40.70831794]}",84,89
"{""type"": ""Point"", ""coordinates"": [-73.95850939,40.71745169]}",84,82
"{""type"": ""Point"", ""coordinates"": [-74.00859207,40.7361967]}",84,71
"{""type"": ""Point"", ""coordinates"": [-73.97209525,40.76302594]}",84,87
"{""type"": ""Point"", ""coordinates"": [-74.00247214,40.71939226]}",84,102
"{""type"": ""Point"", ""coordinates"": [-74.00935516,40.71334184]}",84,57
"{""type"": ""Point"", ""coordinates"": [-73.99293911,40.71406667]}",84,78
"{""type"": ""Point"", ""coordinates"": [-73.968087,40.7919557]}",84,71
"{""type"": ""Point"", ""coordinates"": [-74.01677685,40.70569254]}",83,81
"{""type"": ""Point"", ""coordinates"": [-73.987167,40.695065]}",83,80
"{""type"": ""Point"", ""coordinates"": [-74.00618026,40.73652889]}",82,83
"{""type"": ""Point"", ""coordinates"": [-74.00398269,40.73756121]}",82,101
"{""type"": ""Point"", ""coordinates"": [-73.97632328,40.68382604]}",81,49
"{""type"": ""Point"", ""coordinates"": [-73.97945255,40.66106337]}",81,70
"{""type"": ""Point"", ""coordinates"": [-73.964839,40.79127]}",81,81
"{""type"": ""Point"", ""coordinates"": [-73.9471673,40.7839636]}",81,81
"{""type"": ""Point"", ""coordinates"": [-74.00167,40.707873]}",81,107
"{""type"": ""Point"", ""coordinates"": [-73.94965589,40.7811223]}",81,59
"{""type"": ""Point"", ""coordinates"": [-73.97668709,40.72228087]}",80,78
"{""type"": ""Point"", ""coordinates"": [-74.00483091,40.73535398]}",80,59
"{""type"": ""Point"", ""coordinates"": [-74.00731853,40.70706456]}",80,86
"{""type"": ""Point"", ""coordinates"": [-73.96784384,40.75206862]}",79,85
"{""type"": ""Point"", ""coordinates"": [-73.98562431,40.78057799]}",79,54
"{""type"": ""Point"", ""coordinates"": [-74.00165856,40.72494672]}",78,101
"{""type"": ""Point"", ""coordinates"": [-74.005549,40.717571]}",78,85
"{""type"": ""Point"", ""coordinates"": [-73.95840794,40.76876203]}",77,91
"{""type"": ""Point"", ""coordinates"": [-73.95411749,40.74232744]}",77,82
"{""type"": ""Point"", ""coordinates"": [-73.97031366,40.75968085]}",76,75
"{""type"": ""Point"", ""coordinates"": [-73.97995466,40.72299208]}",75,55
"{""type"": ""Point"", ""coordinates"": [-73.97667321,40.78524672]}",75,85
"{""type"": ""Point"", ""coordinates"": [-73.9786517,40.7829391]}",75,72
"{""type"": ""Point"", ""coordinates"": [-73.95068615,40.77565541]}",75,71
"{""type"": ""Point"", ""coordinates"": [-73.98016555,40.71739973]}",74,73
"{""type"": ""Point"", ""coordinates"": [-73.98470567,40.7746671]}",74,70
"{""type"": ""Point"", ""coordinates"": [-73.95852515,40.7190095]}",74,68
"{""type"": ""Point"", ""coordinates"": [-74.00747359,40.74275383]}",74,95
"{""type"": ""Point"", ""coordinates"": [-73.94989233,40.7728384]}",73,48
"{""type"": ""Point"", ""coordinates"": [-73.953559,40.787801]}",73,73
"{""type"": ""Point"", ""coordinates"": [-74.00612572,40.70530954]}",72,85
"{""type"": ""Point"", ""coordinates"": [-73.97109243,40.76350532]}",72,79
"{""type"": ""Point"", ""coordinates"": [-73.98631746,40.69236178]}",72,81
"{""type"": ""Point"", ""coordinates"": [-73.9551276,40.77755374]}",72,79
"{""type"": ""Point"", ""coordinates"": [-73.96648977,40.76440023]}",71,85
"{""type"": ""Point"", ""coordinates"": [-73.97793172,40.72082834]}",71,74
"{""type"": ""Point"", ""coordinates"": [-73.98940236,40.70255088]}",70,80
"{""type"": ""Point"", ""coordinates"": [-74.00926027,40.7047177]}",70,88
"{""type"": ""Point"", ""coordinates"": [-73.97137,40.78275]}",70,94
"{""type"": ""Point"", ""coordinates"": [-73.99203074,40.6902375]}",70,71
"{""type"": ""Point"", ""coordinates"": [-74.00234482,40.71494807]}",70,67
"{""type"": ""Point"", ""coordinates"": [-73.977112,40.7867947]}",69,77
"{""type"": ""Point"", ""coordinates"": [-73.968896,40.693261]}",69,54
"{""type"": ""Point"", ""coordinates"": [-73.971888,40.7937704]}",69,76
"{""type"": ""Point"", ""coordinates"": [-74.013942,40.701907]}",69,62
"{""type"": ""Point"", ""coordinates"": [-73.96525063,40.71044554]}",68,61
"{""type"": ""Point"", ""coordinates"": [-73.990539,40.69383]}",68,77
"{""type"": ""Point"", ""coordinates"": [-73.97187886,40.7546011]}",68,104
"{""type"": ""Point"", ""coordinates"": [-73.98917958,40.76360468]}",67,65
"{""type"": ""Point"", ""coordinates"": [-73.99682619,40.71117444]}",67,67
"{""type"": ""Point"", ""coordinates"": [-73.96286845,40.79406661]}",67,59
"{""type"": ""Point"", ""coordinates"": [-73.99949601,40.72362738]}",66,91
"{""type"": ""Point"", ""coordinates"": [-73.99740189,40.75469175]}",66,64
"{""type"": ""Point"", ""coordinates"": [-73.95779,40.72906]}",66,72
"{""type"": ""Point"", ""coordinates"": [-74.00026394,40.73224119]}",65,64
"{""type"": ""Point"", ""coordinates"": [-74.00887308,40.70717936]}",65,66
"{""type"": ""Point"", ""coordinates"": [-73.9867267,40.70140317]}",65,79
"{""type"": ""Point"", ""coordinates"": [-73.97728533,40.78018397]}",65,68
"{""type"": ""Point"", ""coordinates"": [-74.0090009,40.71870987]}",64,59
"{""type"": ""Point"", ""coordinates"": [-74.01234218,40.70122128]}",64,64
"{""type"": ""Point"", ""coordinates"": [-74.0127234,40.70255065]}",64,60
"{""type"": ""Point"", ""coordinates"": [-74.0104554,40.71748752]}",63,68
"{""type"": ""Point"", ""coordinates"": [-73.99475825,40.680611]}",63,53
"{""type"": ""Point"", ""coordinates"": [-73.95212324,40.72311651]}",63,61
"{""type"": ""Point"", ""coordinates"": [-73.97178913,40.69308257]}",62,55
"{""type"": ""Point"", ""coordinates"": [-73.986274,40.720747]}",62,58
"{""type"": ""Point"", ""coordinates"": [-73.97121414,40.75022392]}",62,65
"{""type"": ""Point"", ""coordinates"": [-73.96751037,40.69610226]}",61,47
"{""type"": ""Point"", ""coordinates"": [-74.00838676,40.7037992]}",61,66
"{""type"": ""Point"", ""coordinates"": [-73.98888588,40.77750703]}",61,39
"{""type"": ""Point"", ""coordinates"": [-73.957145,40.801694]}",61,51
"{""type"": ""Point"", ""coordinates"": [-73.98912867,40.68926942]}",61,50
"{""type"": ""Point"", ""coordinates"": [-73.99344559,40.69760127]}",61,100
"{""type"": ""Point"", ""coordinates"": [-73.94434,40.72557]}",60,55
"{""type"": ""Point"", ""coordinates"": [-73.95577801,40.7727966]}",60,50
"{""type"": ""Point"", ""coordinates"": [-73.9523,40.7987859]}",59,58
"{""type"": ""Point"", ""coordinates"": [-73.9771834,40.79025417]}",59,36
"{""type"": ""Point"", ""coordinates"": [-73.9999786,40.69165183]}",59,53
"{""type"": ""Point"", ""coordinates"": [-73.98776323,40.71269042]}",59,62
"{""type"": ""Point"", ""coordinates"": [-73.96526895,40.76312584]}",59,75
"{""type"": ""Point"", ""coordinates"": [-73.97895137,40.68312489]}",58,68
"{""type"": ""Point"", ""coordinates"": [-73.9919254,40.72110063]}",58,60
"{""type"": ""Point"", ""coordinates"": [-73.99193043,40.71173107]}",58,50
"{""type"": ""Point"", ""coordinates"": [-73.97948148,40.71219906]}",58,40
"{""type"": ""Point"", ""coordinates"": [-73.99595065,40.69512845]}",57,55
"{""type"": ""Point"", ""coordinates"": [-73.954692,40.805159]}",57,46
"{""type"": ""Point"", ""coordinates"": [-73.9739,40.7921]}",57,51
"{""type"": ""Point"", ""coordinates"": [-73.96222088,40.773763]}",57,69
"{""type"": ""Point"", ""coordinates"": [-74.00552427,40.71146364]}",57,66
"{""type"": ""Point"", ""coordinates"": [-73.95299117,40.72708584]}",57,59
"{""type"": ""Point"", ""coordinates"": [-73.97523209,40.67514684]}",56,56
"{""type"": ""Point"", ""coordinates"": [-73.98971773,40.69991755]}",56,75
"{""type"": ""Point"", ""coordinates"": [-73.97041192,40.7973721]}",56,54
"{""type"": ""Point"", ""coordinates"": [-74.00666661,40.71911552]}",56,80
"{""type"": ""Point"", ""coordinates"": [-73.99015725,40.69531728]}",56,47
"{""type"": ""Point"", ""coordinates"": [-73.9567526,40.77573034]}",55,57
"{""type"": ""Point"", ""coordinates"": [-73.95249933,40.7922553]}",55,56
"{""type"": ""Point"", ""coordinates"": [-73.97628939,40.71782143]}",55,49
"{""type"": ""Point"", ""coordinates"": [-73.984844,40.713126]}",54,51
"{""type"": ""Point"", ""coordinates"": [-73.98451656,40.68841743]}",54,61
"{""type"": ""Point"", ""coordinates"": [-73.98329859,40.71850211]}",54,48
"{""type"": ""Point"", ""coordinates"": [-73.95856158,40.77314236]}",54,65
"{""type"": ""Point"", ""coordinates"": [-73.96063149,40.70924826]}",53,58
"{""type"": ""Point"", ""coordinates"": [-74.00722156,40.70862144]}",53,53
"{""type"": ""Point"", ""coordinates"": [-73.9787282,40.6740886]}",53,52
"{""type"": ""Point"", ""coordinates"": [-73.953149,40.809725]}",52,55
"{""type"": ""Point"", ""coordinates"": [-73.95427465,40.77477945]}",52,49
"{""type"": ""Point"", ""coordinates"": [-73.97111473,40.6750207]}",52,61
"{""type"": ""Point"", ""coordinates"": [-73.9842844,40.69221589]}",51,54
"{""type"": ""Point"", ""coordinates"": [-73.9521667,40.7806284]}",51,35
"{""type"": ""Point"", ""coordinates"": [-73.97574813,40.72368361]}",51,51
"{""type"": ""Point"", ""coordinates"": [-73.944507,40.715143]}",51,67
"{""type"": ""Point"", ""coordinates"": [-73.96295,40.802692]}",51,47
"{""type"": ""Point"", ""coordinates"": [-73.96226227,40.75892386]}",51,55
"{""type"": ""Point"", ""coordinates"": [-73.95451,40.74731]}",50,44
"{""type"": ""Point"", ""coordinates"": [-73.9488134,40.778301]}",50,52
"{""type"": ""Point"", ""coordinates"": [-73.9622207,40.76471852]}",50,43
"{""type"": ""Point"", ""coordinates"": [-73.97324283,40.6776147]}",49,69
"{""type"": ""Point"", ""coordinates"": [-73.9468208,40.7724607]}",49,38
"{""type"": ""Point"", ""coordinates"": [-73.99337909,40.69239502]}",49,68
"{""type"": ""Point"", ""coordinates"": [-73.96599591,40.68323865]}",48,59
"{""type"": ""Point"", ""coordinates"": [-73.94308,40.72325]}",48,41
"{""type"": ""Point"", ""coordinates"": [-73.9605909,40.7981856]}",48,36
"{""type"": ""Point"", ""coordinates"": [-73.96264403,40.71260486]}",48,51
"{""type"": ""Point"", ""coordinates"": [-73.96536851,40.69196035]}",48,48
"{""type"": ""Point"", ""coordinates"": [-73.95394,40.73026]}",47,42
"{""type"": ""Point"", ""coordinates"": [-73.99400398,40.71076228]}",47,49
"{""type"": ""Point"", ""coordinates"": [-73.957481,40.7857851]}",47,51
"{""type"": ""Point"", ""coordinates"": [-73.94984365,40.72395678]}",47,43
