geometry,start,end
"{""type"": ""Point"", ""coordinates"": [-73.99098507,40.7575699]}",360,404
"{""type"": ""Point"", ""coordinates"": [-73.977706,40.751873]}",230,187
"{""type"": ""Point"", ""coordinates"": [-73.979382,40.688226]}",222,170
"{""type"": ""Point"", ""coordinates"": [-73.99974372,40.71602118]}",196,195
"{""type"": ""Point"", ""coordinates"": [-73.967416,40.756014]}",176,162
"{""type"": ""Point"", ""coordinates"": [-73.98955109,40.7403432]}",158,139
"{""type"": ""Point"", ""coordinates"": [-73.9916,40.749156]}",138,143
"{""type"": ""Point"", ""coordinates"": [-73.99468482,40.75058535]}",133,181
"{""type"": ""Point"", ""coordinates"": [-73.99415556,40.74173969]}",131,122
"{""type"": ""Point"", ""coordinates"": [-73.97498696,40.75510267]}",130,114
"{""type"": ""Point"", ""coordinates"": [-74.007756,40.746745]}",120,104
"{""type"": ""Point"", ""coordinates"": [-74.00138497,40.74102151]}",120,109
"{""type"": ""Point"", ""coordinates"": [-73.99074142,40.73454567]}",119,99
"{""type"": ""Point"", ""coordinates"": [-73.993934,40.751551]}",117,134
"{""type"": ""Point"", ""coordinates"": [-73.99009296,40.73704984]}",116,96
"{""type"": ""Point"", ""coordinates"": [-73.98918629,40.74286877]}",114,93
"{""type"": ""Point"", ""coordinates"": [-73.99093085,40.75019995]}",110,140
"{""type"": ""Point"", ""coordinates"": [-73.98658032,40.75513557]}",107,107
"{""type"": ""Point"", ""coordinates"": [-73.9907527,40.72951496]}",104,79
"{""type"": ""Point"", ""coordinates"": [-73.98452729,40.76068327]}",99,97
"{""type"": ""Point"", ""coordinates"": [-73.98602213,40.74096374]}",99,89
"{""type"": ""Point"", ""coordinates"": [-73.98194829,40.7457121]}",98,95
"{""type"": ""Point"", ""coordinates"": [-73.99102628,40.73020661]}",97,90
"{""type"": ""Point"", ""coordinates"": [-73.99144871,40.74395411]}",97,79
"{""type"": ""Point"", ""coordinates"": [-73.97805914,40.75724568]}",96,92
"{""type"": ""Point"", ""coordinates"": [-73.983293,40.741459]}",95,82
"{""type"": ""Point"", ""coordinates"": [-73.98165557,40.73221853]}",95,127
"{""type"": ""Point"", ""coordinates"": [-73.98683077,40.7451677]}",93,82
"{""type"": ""Point"", ""coordinates"": [-74.00197139,40.7454973]}",91,93
"{""type"": ""Point"", ""coordinates"": [-73.99456405,40.73971301]}",90,82
"{""type"": ""Point"", ""coordinates"": [-73.993915,40.746647]}",90,85
"{""type"": ""Point"", ""coordinates"": [-74.01030064,40.72019521]}",88,61
"{""type"": ""Point"", ""coordinates"": [-73.95818491,40.76500525]}",86,68
"{""type"": ""Point"", ""coordinates"": [-73.98848395,40.74901271]}",85,103
"{""type"": ""Point"", ""coordinates"": [-74.00214988,40.73038599]}",85,82
"{""type"": ""Point"", ""coordinates"": [-73.976806,40.739445]}",83,74
"{""type"": ""Point"", ""coordinates"": [-73.98067966,40.72966729]}",82,101
"{""type"": ""Point"", ""coordinates"": [-73.98192338,40.7652654]}",82,79
"{""type"": ""Point"", ""coordinates"": [-73.99724901,40.72210379]}",82,71
"{""type"": ""Point"", ""coordinates"": [-73.99200509,40.73492695]}",81,74
"{""type"": ""Point"", ""coordinates"": [-73.98855723,40.7462009]}",81,78
"{""type"": ""Point"", ""coordinates"": [-73.97371465,40.7643971]}",81,61
"{""type"": ""Point"", ""coordinates"": [-73.97809472,40.736502]}",81,81
"{""type"": ""Point"", ""coordinates"": [-73.98191841,40.76915505]}",79,65
"{""type"": ""Point"", ""coordinates"": [-73.97706058,40.74290902]}",78,67
"{""type"": ""Point"", ""coordinates"": [-74.005226,40.751396]}",77,79
"{""type"": ""Point"", ""coordinates"": [-73.98426726,40.72953837]}",76,77
"{""type"": ""Point"", ""coordinates"": [-73.98990025,40.71427487]}",76,76
"{""type"": ""Point"", ""coordinates"": [-73.97973776,40.73912601]}",75,66
"{""type"": ""Point"", ""coordinates"": [-73.97966069,40.74394314]}",75,58
"{""type"": ""Point"", ""coordinates"": [-73.98205027,40.73587678]}",75,73
"{""type"": ""Point"", ""coordinates"": [-73.98808416,40.74854862]}",74,73
"{""type"": ""Point"", ""coordinates"": [-73.99723551,40.74734825]}",73,109
"{""type"": ""Point"", ""coordinates"": [-73.98564945,40.72779126]}",73,75
"{""type"": ""Point"", ""coordinates"": [-73.98185424,40.72453734]}",73,82
"{""type"": ""Point"", ""coordinates"": [-73.97791,40.751581]}",73,82
"{""type"": ""Point"", ""coordinates"": [-73.99379025,40.72743423]}",72,65
"{""type"": ""Point"", ""coordinates"": [-73.99529885,40.74487634]}",72,76
"{""type"": ""Point"", ""coordinates"": [-74.009447,40.711066]}",72,67
"{""type"": ""Point"", ""coordinates"": [-73.98054421,40.73381219]}",72,71
"{""type"": ""Point"", ""coordinates"": [-74.00218427,40.75018156]}",72,62
"{""type"": ""Point"", ""coordinates"": [-73.97573881,40.73314259]}",71,87
"{""type"": ""Point"", ""coordinates"": [-73.97449784,40.74322681]}",71,74
"{""type"": ""Point"", ""coordinates"": [-73.98490707,40.74765947]}",71,65
"{""type"": ""Point"", ""coordinates"": [-73.98257732,40.75668721]}",71,58
"{""type"": ""Point"", ""coordinates"": [-73.98978041,40.7262807]}",71,70
"{""type"": ""Point"", ""coordinates"": [-74.00711384,40.73291553]}",71,82
"{""type"": ""Point"", ""coordinates"": [-73.98303529,40.74444921]}",70,63
"{""type"": ""Point"", ""coordinates"": [-73.9734419,40.74780373]}",70,63
"{""type"": ""Point"", ""coordinates"": [-73.97982001,40.76132983]}",70,63
"{""type"": ""Point"", ""coordinates"": [-74.00566443,40.72243797]}",69,45
"{""type"": ""Point"", ""coordinates"": [-73.98788205,40.76227205]}",69,68
"{""type"": ""Point"", ""coordinates"": [-73.98379855,40.72621788]}",68,91
"{""type"": ""Point"", ""coordinates"": [-73.97283406,40.78499979]}",68,81
"{""type"": ""Point"", ""coordinates"": [-73.99061728,40.76669671]}",68,63
"{""type"": ""Point"", ""coordinates"": [-73.99238967,40.73726186]}",67,65
"{""type"": ""Point"", ""coordinates"": [-73.96024116,40.71534825]}",66,51
"{""type"": ""Point"", ""coordinates"": [-73.97992194,40.75216528]}",66,66
"{""type"": ""Point"", ""coordinates"": [-74.00295035,40.74971775]}",65,49
"{""type"": ""Point"", ""coordinates"": [-73.986923,40.734232]}",65,77
"{""type"": ""Point"", ""coordinates"": [-74.01658354,40.7153379]}",65,65
"{""type"": ""Point"", ""coordinates"": [-74.015756,40.711512]}",65,69
"{""type"": ""Point"", ""coordinates"": [-73.9535166,40.77140426]}",64,70
"{""type"": ""Point"", ""coordinates"": [-73.99662137,40.72706363]}",64,63
"{""type"": ""Point"", ""coordinates"": [-73.95348296,40.76663814]}",64,46
"{""type"": ""Point"", ""coordinates"": [-74.00297088,40.72710258]}",63,74
"{""type"": ""Point"", ""coordinates"": [-73.9851615,40.76370739]}",62,60
"{""type"": ""Point"", ""coordinates"": [-73.9912551,40.76019252]}",62,76
"{""type"": ""Point"", ""coordinates"": [-73.97835016,40.76309387]}",61,57
"{""type"": ""Point"", ""coordinates"": [-73.99600983,40.72430527]}",61,59
"{""type"": ""Point"", ""coordinates"": [-73.99884222,40.76030096]}",61,63
"{""type"": ""Point"", ""coordinates"": [-73.97536082,40.74144387]}",61,67
"{""type"": ""Point"", ""coordinates"": [-74.00935516,40.71334184]}",61,64
"{""type"": ""Point"", ""coordinates"": [-73.99431,40.735445]}",60,38
"{""type"": ""Point"", ""coordinates"": [-74.00247214,40.71939226]}",60,50
"{""type"": ""Point"", ""coordinates"": [-74.00473036,40.72430832]}",60,35
"{""type"": ""Point"", ""coordinates"": [-74.00674436,40.73172428]}",60,63
"{""type"": ""Point"", ""coordinates"": [-73.98316936,40.75527307]}",59,56
"{""type"": ""Point"", ""coordinates"": [-74.0046073,40.71273266]}",59,50
"{""type"": ""Point"", ""coordinates"": [-73.989111,40.722055]}",59,67
"{""type"": ""Point"", ""coordinates"": [-74.008591,40.728846]}",59,42
"{""type"": ""Point"", ""coordinates"": [-74.01361706,40.70463334]}",59,46
"{""type"": ""Point"", ""coordinates"": [-73.98215353,40.74311555]}",59,53
"{""type"": ""Point"", ""coordinates"": [-73.98751968,40.73827428]}",58,61
"{""type"": ""Point"", ""coordinates"": [-73.97648516,40.75992262]}",58,45
"{""type"": ""Point"", ""coordinates"": [-73.98336183,40.76228826]}",58,57
"{""type"": ""Point"", ""coordinates"": [-73.98721619,40.75299641]}",57,57
"{""type"": ""Point"", ""coordinates"": [-73.98093045,40.77966809]}",57,57
"{""type"": ""Point"", ""coordinates"": [-73.99461843,40.76009437]}",57,59
"{""type"": ""Point"", ""coordinates"": [-74.01322069,40.71754834]}",57,54
"{""type"": ""Point"", ""coordinates"": [-74.00367558,40.74353373]}",57,49
"{""type"": ""Point"", ""coordinates"": [-73.98583621,40.72307749]}",56,61
"{""type"": ""Point"", ""coordinates"": [-74.01043382,40.70905623]}",56,51
"{""type"": ""Point"", ""coordinates"": [-73.97950418,40.72746421]}",56,63
"{""type"": ""Point"", ""coordinates"": [-73.98797393,40.73536706]}",56,57
"{""type"": ""Point"", ""coordinates"": [-73.99069656,40.72502876]}",56,51
"{""type"": ""Point"", ""coordinates"": [-73.98025185,40.75412081]}",56,55
"{""type"": ""Point"", ""coordinates"": [-73.98713956,40.7284186]}",56,66
"{""type"": ""Point"", ""coordinates"": [-73.99301222,40.76269882]}",56,55
"{""type"": ""Point"", ""coordinates"": [-73.98672378,40.73047309]}",56,57
"{""type"": ""Point"", ""coordinates"": [-73.98765428,40.75097711]}",55,49
"{""type"": ""Point"", ""coordinates"": [-74.00277668,40.76087502]}",55,37
"{""type"": ""Point"", ""coordinates"": [-73.99915362,40.74475148]}",55,62
"{""type"": ""Point"", ""coordinates"": [-73.98268129,40.76344058]}",55,52
"{""type"": ""Point"", ""coordinates"": [-73.98014437,40.75500254]}",55,50
"{""type"": ""Point"", ""coordinates"": [-74.00293877,40.73401143]}",54,56
"{""type"": ""Point"", ""coordinates"": [-73.9396861,40.8045555]}",53,43
"{""type"": ""Point"", ""coordinates"": [-73.98338988,40.75038009]}",53,53
"{""type"": ""Point"", ""coordinates"": [-73.99931783,40.73935542]}",53,53
"{""type"": ""Point"", ""coordinates"": [-73.98368779,40.72217444]}",53,59
"{""type"": ""Point"", ""coordinates"": [-73.95850939,40.71745169]}",53,45
"{""type"": ""Point"", ""coordinates"": [-73.99392888,40.76727216]}",53,55
"{""type"": ""Point"", ""coordinates"": [-73.97207836,40.75714758]}",53,46
"{""type"": ""Point"", ""coordinates"": [-73.96724467,40.76095756]}",52,51
"{""type"": ""Point"", ""coordinates"": [-74.00681753,40.74334935]}",52,45
"{""type"": ""Point"", ""coordinates"": [-74.0091059,40.71625008]}",52,51
"{""type"": ""Point"", ""coordinates"": [-74.013012,40.7149787]}",52,39
"{""type"": ""Point"", ""coordinates"": [-73.99810231,40.72917025]}",52,48
"{""type"": ""Point"", ""coordinates"": [-74.01122332,40.71485151]}",51,47
"{""type"": ""Point"", ""coordinates"": [-73.981346,40.714215]}",51,58
"{""type"": ""Point"", ""coordinates"": [-73.99994661,40.73781509]}",51,48
"{""type"": ""Point"", ""coordinates"": [-74.00165856,40.72494672]}",51,50
"{""type"": ""Point"", ""coordinates"": [-73.97604882,40.7489006]}",51,46
"{""type"": ""Point"", ""coordinates"": [-73.97282625,40.75255434]}",51,46
"{""type"": ""Point"", ""coordinates"": [-73.99642959,40.73804614]}",51,48
"{""type"": ""Point"", ""coordinates"": [-73.98859651,40.75929124]}",50,41
"{""type"": ""Point"", ""coordinates"": [-73.97634151,40.76590936]}",50,36
"{""type"": ""Point"", ""coordinates"": [-73.95520136,40.71816969]}",50,43
"{""type"": ""Point"", ""coordinates"": [-74.00004031,40.74345335]}",50,52
"{""type"": ""Point"", ""coordinates"": [-73.97121214,40.744219]}",50,45
"{""type"": ""Point"", ""coordinates"": [-73.99726235,40.74238787]}",50,59
"{""type"": ""Point"", ""coordinates"": [-73.9979009,40.75660359]}",49,60
"{""type"": ""Point"", ""coordinates"": [-73.97768752,40.72521311]}",49,61
"{""type"": ""Point"", ""coordinates"": [-74.00451887,40.74691959]}",49,54
"{""type"": ""Point"", ""coordinates"": [-74.00507033,40.7394482]}",49,41
"{""type"": ""Point"", ""coordinates"": [-73.988038,40.770513]}",48,47
"{""type"": ""Point"", ""coordinates"": [-73.97402311,40.7597108]}",48,49
"{""type"": ""Point"", ""coordinates"": [-73.98142006,40.72740794]}",48,83
"{""type"": ""Point"", ""coordinates"": [-74.00747359,40.74275383]}",48,35
"{""type"": ""Point"", ""coordinates"": [-73.99667444,40.76341379]}",47,51
"{""type"": ""Point"", ""coordinates"": [-73.99046034,40.77149671]}",47,54
"{""type"": ""Point"", ""coordinates"": [-73.9867267,40.70140317]}",47,44
"{""type"": ""Point"", ""coordinates"": [-73.98517977,40.72066442]}",47,50
