geometry,start,end
"{""type"": ""Point"", ""coordinates"": [-73.97620574,40.77579377]}",130,146
"{""type"": ""Point"", ""coordinates"": [-73.98765428,40.75097711]}",130,138
"{""type"": ""Point"", ""coordinates"": [-74.00681753,40.74334935]}",130,112
"{""type"": ""Point"", ""coordinates"": [-73.95850939,40.71745169]}",129,132
"{""type"": ""Point"", ""coordinates"": [-73.97898475,40.7770575]}",129,186
"{""type"": ""Point"", ""coordinates"": [-73.98268129,40.76344058]}",129,135
"{""type"": ""Point"", ""coordinates"": [-74.01043382,40.70905623]}",129,130
"{""type"": ""Point"", ""coordinates"": [-73.98025185,40.75412081]}",128,130
"{""type"": ""Point"", ""coordinates"": [-73.98859651,40.75929124]}",128,121
"{""type"": ""Point"", ""coordinates"": [-73.99461843,40.76009437]}",128,123
"{""type"": ""Point"", ""coordinates"": [-74.0046073,40.71273266]}",127,130
"{""type"": ""Point"", ""coordinates"": [-73.98473765,40.73624527]}",127,122
"{""type"": ""Point"", ""coordinates"": [-73.96024116,40.71534825]}",127,127
"{""type"": ""Point"", ""coordinates"": [-73.97536082,40.74144387]}",126,124
"{""type"": ""Point"", ""coordinates"": [-73.99069656,40.72502876]}",125,119
"{""type"": ""Point"", ""coordinates"": [-73.98751968,40.73827428]}",125,144
"{""type"": ""Point"", ""coordinates"": [-73.99061728,40.76669671]}",124,114
"{""type"": ""Point"", ""coordinates"": [-73.98303529,40.74444921]}",123,121
"{""type"": ""Point"", ""coordinates"": [-74.00367558,40.74353373]}",123,123
"{""type"": ""Point"", ""coordinates"": [-73.99906065,40.73047747]}",123,130
"{""type"": ""Point"", ""coordinates"": [-73.96724467,40.76095756]}",123,124
"{""type"": ""Point"", ""coordinates"": [-73.95348296,40.76663814]}",122,126
"{""type"": ""Point"", ""coordinates"": [-74.01129574,40.72771408]}",122,114
"{""type"": ""Point"", ""coordinates"": [-74.00247214,40.71939226]}",121,148
"{""type"": ""Point"", ""coordinates"": [-73.9979009,40.75660359]}",121,121
"{""type"": ""Point"", ""coordinates"": [-73.99923384,40.74937024]}",120,108
"{""type"": ""Point"", ""coordinates"": [-73.98368779,40.72217444]}",119,157
"{""type"": ""Point"", ""coordinates"": [-73.99147535,40.72229346]}",119,119
"{""type"": ""Point"", ""coordinates"": [-73.98014437,40.75500254]}",119,121
"{""type"": ""Point"", ""coordinates"": [-73.97032517,40.75323098]}",118,130
"{""type"": ""Point"", ""coordinates"": [-73.96905301,40.75001986]}",118,130
"{""type"": ""Point"", ""coordinates"": [-73.98336183,40.76228826]}",118,116
"{""type"": ""Point"", ""coordinates"": [-73.97738662,40.7381765]}",117,104
"{""type"": ""Point"", ""coordinates"": [-74.005226,40.751396]}",116,131
"{""type"": ""Point"", ""coordinates"": [-73.98257732,40.75668721]}",116,118
"{""type"": ""Point"", ""coordinates"": [-73.97207836,40.75714758]}",116,117
"{""type"": ""Point"", ""coordinates"": [-73.98379855,40.72621788]}",114,132
"{""type"": ""Point"", ""coordinates"": [-73.98338988,40.75038009]}",113,116
"{""type"": ""Point"", ""coordinates"": [-73.988639,40.768254]}",113,104
"{""type"": ""Point"", ""coordinates"": [-73.96685276,40.77282817]}",112,108
"{""type"": ""Point"", ""coordinates"": [-73.97950418,40.72746421]}",110,106
"{""type"": ""Point"", ""coordinates"": [-73.99383605,40.70277159]}",108,50
"{""type"": ""Point"", ""coordinates"": [-73.97187886,40.7546011]}",107,105
"{""type"": ""Point"", ""coordinates"": [-73.97282625,40.75255434]}",107,106
"{""type"": ""Point"", ""coordinates"": [-74.00653609,40.70955958]}",107,86
"{""type"": ""Point"", ""coordinates"": [-73.98672378,40.73047309]}",106,106
"{""type"": ""Point"", ""coordinates"": [-74.013012,40.7149787]}",106,95
"{""type"": ""Point"", ""coordinates"": [-74.00165856,40.72494672]}",105,113
"{""type"": ""Point"", ""coordinates"": [-73.96165073,40.72036775]}",105,100
"{""type"": ""Point"", ""coordinates"": [-73.97402311,40.7597108]}",105,102
"{""type"": ""Point"", ""coordinates"": [-73.97768752,40.72521311]}",104,105
"{""type"": ""Point"", ""coordinates"": [-74.00473036,40.72430832]}",103,117
"{""type"": ""Point"", ""coordinates"": [-73.99422366,40.7158155]}",102,99
"{""type"": ""Point"", ""coordinates"": [-73.9396861,40.8045555]}",102,102
"{""type"": ""Point"", ""coordinates"": [-73.99510132,40.73331967]}",102,89
"{""type"": ""Point"", ""coordinates"": [-74.0091059,40.71625008]}",102,95
"{""type"": ""Point"", ""coordinates"": [-73.981346,40.714215]}",102,101
"{""type"": ""Point"", ""coordinates"": [-73.98288594,40.77748046]}",102,79
"{""type"": ""Point"", ""coordinates"": [-73.99852205,40.73226398]}",99,97
"{""type"": ""Point"", ""coordinates"": [-73.99949601,40.72362738]}",99,108
"{""type"": ""Point"", ""coordinates"": [-73.96590294,40.71285887]}",98,93
"{""type"": ""Point"", ""coordinates"": [-74.01677685,40.70569254]}",97,100
"{""type"": ""Point"", ""coordinates"": [-73.98261428,40.77163851]}",97,118
"{""type"": ""Point"", ""coordinates"": [-73.98266566,40.77492513]}",96,106
"{""type"": ""Point"", ""coordinates"": [-73.95411749,40.74232744]}",96,96
"{""type"": ""Point"", ""coordinates"": [-73.97782542,40.7734066]}",96,144
"{""type"": ""Point"", ""coordinates"": [-73.988038,40.770513]}",95,111
"{""type"": ""Point"", ""coordinates"": [-73.96961715,40.78472675]}",95,104
"{""type"": ""Point"", ""coordinates"": [-73.98802084,40.7172274]}",95,100
"{""type"": ""Point"", ""coordinates"": [-74.00562789,40.71450451]}",93,76
"{""type"": ""Point"", ""coordinates"": [-73.98517977,40.72066442]}",93,78
"{""type"": ""Point"", ""coordinates"": [-74.00504082,40.70831794]}",93,89
"{""type"": ""Point"", ""coordinates"": [-73.98918696,40.77515953]}",92,67
"{""type"": ""Point"", ""coordinates"": [-74.00618026,40.73652889]}",92,92
"{""type"": ""Point"", ""coordinates"": [-73.98085795,40.7208736]}",92,78
"{""type"": ""Point"", ""coordinates"": [-74.00965965,40.72405549]}",92,94
"{""type"": ""Point"", ""coordinates"": [-74.00234482,40.71494807]}",91,75
"{""type"": ""Point"", ""coordinates"": [-73.97906899,40.76674056]}",90,93
"{""type"": ""Point"", ""coordinates"": [-73.9867267,40.70140317]}",90,110
"{""type"": ""Point"", ""coordinates"": [-73.968087,40.7919557]}",90,95
"{""type"": ""Point"", ""coordinates"": [-73.99682619,40.71117444]}",89,87
"{""type"": ""Point"", ""coordinates"": [-73.960876,40.710451]}",89,95
"{""type"": ""Point"", ""coordinates"": [-74.000271,40.735238]}",88,91
"{""type"": ""Point"", ""coordinates"": [-73.97668709,40.72228087]}",88,68
"{""type"": ""Point"", ""coordinates"": [-74.00398269,40.73756121]}",88,94
"{""type"": ""Point"", ""coordinates"": [-73.99063168,40.6867443]}",87,93
"{""type"": ""Point"", ""coordinates"": [-74.00926027,40.7047177]}",85,93
"{""type"": ""Point"", ""coordinates"": [-73.95939,40.78307]}",85,92
"{""type"": ""Point"", ""coordinates"": [-73.94434,40.72557]}",84,60
"{""type"": ""Point"", ""coordinates"": [-73.99158043,40.73261787]}",84,79
"{""type"": ""Point"", ""coordinates"": [-74.01713445,40.70834698]}",82,84
"{""type"": ""Point"", ""coordinates"": [-73.98753523,40.75172632]}",82,84
"{""type"": ""Point"", ""coordinates"": [-73.9919254,40.72110063]}",82,73
"{""type"": ""Point"", ""coordinates"": [-73.98917958,40.76360468]}",81,76
"{""type"": ""Point"", ""coordinates"": [-73.963198,40.716887]}",80,89
"{""type"": ""Point"", ""coordinates"": [-73.96784384,40.75206862]}",80,76
"{""type"": ""Point"", ""coordinates"": [-73.96648977,40.76440023]}",80,84
"{""type"": ""Point"", ""coordinates"": [-73.97109243,40.76350532]}",80,78
"{""type"": ""Point"", ""coordinates"": [-74.00483091,40.73535398]}",80,94
"{""type"": ""Point"", ""coordinates"": [-73.97031366,40.75968085]}",79,80
"{""type"": ""Point"", ""coordinates"": [-73.97209525,40.76302594]}",79,78
"{""type"": ""Point"", ""coordinates"": [-73.9786517,40.7829391]}",79,81
"{""type"": ""Point"", ""coordinates"": [-73.9471673,40.7839636]}",78,69
"{""type"": ""Point"", ""coordinates"": [-73.95840794,40.76876203]}",78,76
"{""type"": ""Point"", ""coordinates"": [-73.97667321,40.78524672]}",78,76
"{""type"": ""Point"", ""coordinates"": [-74.00026394,40.73224119]}",78,75
"{""type"": ""Point"", ""coordinates"": [-73.98949474,40.69241829]}",78,91
"{""type"": ""Point"", ""coordinates"": [-73.98016555,40.71739973]}",77,78
"{""type"": ""Point"", ""coordinates"": [-73.97995466,40.72299208]}",77,67
"{""type"": ""Point"", ""coordinates"": [-74.01122332,40.71485151]}",76,79
"{""type"": ""Point"", ""coordinates"": [-73.95520136,40.71816969]}",76,86
"{""type"": ""Point"", ""coordinates"": [-74.00859207,40.7361967]}",76,82
"{""type"": ""Point"", ""coordinates"": [-74.00747359,40.74275383]}",76,101
"{""type"": ""Point"", ""coordinates"": [-74.00167,40.707873]}",75,68
"{""type"": ""Point"", ""coordinates"": [-73.99595065,40.69512845]}",75,74
"{""type"": ""Point"", ""coordinates"": [-73.98776323,40.71269042]}",75,77
"{""type"": ""Point"", ""coordinates"": [-74.00887308,40.70717936]}",75,87
"{""type"": ""Point"", ""coordinates"": [-73.968896,40.693261]}",75,65
"{""type"": ""Point"", ""coordinates"": [-73.98940236,40.70255088]}",75,96
"{""type"": ""Point"", ""coordinates"": [-73.95482273,40.7689738]}",74,69
"{""type"": ""Point"", ""coordinates"": [-73.98690506,40.76584941]}",74,77
"{""type"": ""Point"", ""coordinates"": [-74.00666661,40.71911552]}",73,67
"{""type"": ""Point"", ""coordinates"": [-73.99293911,40.71406667]}",73,72
"{""type"": ""Point"", ""coordinates"": [-73.94965589,40.7811223]}",73,67
"{""type"": ""Point"", ""coordinates"": [-73.94989233,40.7728384]}",73,50
"{""type"": ""Point"", ""coordinates"": [-73.97374737,40.77896784]}",72,98
"{""type"": ""Point"", ""coordinates"": [-73.97121414,40.75022392]}",71,68
"{""type"": ""Point"", ""coordinates"": [-73.9551276,40.77755374]}",70,73
"{""type"": ""Point"", ""coordinates"": [-73.99740189,40.75469175]}",70,92
"{""type"": ""Point"", ""coordinates"": [-73.97523209,40.67514684]}",68,61
"{""type"": ""Point"", ""coordinates"": [-73.96525063,40.71044554]}",68,77
"{""type"": ""Point"", ""coordinates"": [-74.00722156,40.70862144]}",68,75
"{""type"": ""Point"", ""coordinates"": [-73.98888588,40.77750703]}",67,51
"{""type"": ""Point"", ""coordinates"": [-73.99612349,40.69089272]}",67,56
"{""type"": ""Point"", ""coordinates"": [-73.98329859,40.71850211]}",67,96
"{""type"": ""Point"", ""coordinates"": [-73.99344559,40.69760127]}",67,89
"{""type"": ""Point"", ""coordinates"": [-73.97728533,40.78018397]}",67,71
"{""type"": ""Point"", ""coordinates"": [-73.955613,40.799484]}",66,63
"{""type"": ""Point"", ""coordinates"": [-73.97945255,40.66106337]}",66,65
"{""type"": ""Point"", ""coordinates"": [-73.99203074,40.6902375]}",66,65
"{""type"": ""Point"", ""coordinates"": [-73.97895137,40.68312489]}",66,85
"{""type"": ""Point"", ""coordinates"": [-73.971888,40.7937704]}",66,67
"{""type"": ""Point"", ""coordinates"": [-73.97880077,40.74757396]}",66,67
"{""type"": ""Point"", ""coordinates"": [-73.97041192,40.7973721]}",66,56
"{""type"": ""Point"", ""coordinates"": [-73.97793172,40.72082834]}",66,66
"{""type"": ""Point"", ""coordinates"": [-73.95852515,40.7190095]}",66,81
"{""type"": ""Point"", ""coordinates"": [-73.94073717,40.75110165]}",65,64
"{""type"": ""Point"", ""coordinates"": [-73.96427393,40.77632142]}",65,74
"{""type"": ""Point"", ""coordinates"": [-74.00612572,40.70530954]}",65,76
"{""type"": ""Point"", ""coordinates"": [-73.9739,40.7921]}",65,54
"{""type"": ""Point"", ""coordinates"": [-74.0127234,40.70255065]}",64,64
"{""type"": ""Point"", ""coordinates"": [-74.00838676,40.7037992]}",63,61
"{""type"": ""Point"", ""coordinates"": [-74.005549,40.717571]}",63,73
"{""type"": ""Point"", ""coordinates"": [-73.944507,40.715143]}",63,75
"{""type"": ""Point"", ""coordinates"": [-73.986274,40.720747]}",63,63
"{""type"": ""Point"", ""coordinates"": [-73.9523,40.7987859]}",63,55
"{""type"": ""Point"", ""coordinates"": [-73.95779,40.72906]}",63,74
"{""type"": ""Point"", ""coordinates"": [-73.99183363,40.69102926]}",63,63
"{""type"": ""Point"", ""coordinates"": [-74.00731853,40.70706456]}",63,66
"{""type"": ""Point"", ""coordinates"": [-73.97111473,40.6750207]}",62,72
"{""type"": ""Point"", ""coordinates"": [-73.99400398,40.71076228]}",62,60
"{""type"": ""Point"", ""coordinates"": [-73.97178913,40.69308257]}",62,61
"{""type"": ""Point"", ""coordinates"": [-74.01234218,40.70122128]}",62,69
"{""type"": ""Point"", ""coordinates"": [-73.99193043,40.71173107]}",61,58
"{""type"": ""Point"", ""coordinates"": [-73.96526895,40.76312584]}",61,62
"{""type"": ""Point"", ""coordinates"": [-73.95068615,40.77565541]}",61,53
"{""type"": ""Point"", ""coordinates"": [-73.98432695,40.6802133]}",61,68
"{""type"": ""Point"", ""coordinates"": [-73.95212324,40.72311651]}",60,51
"{""type"": ""Point"", ""coordinates"": [-73.964839,40.79127]}",60,86
"{""type"": ""Point"", ""coordinates"": [-73.990539,40.69383]}",60,65
"{""type"": ""Point"", ""coordinates"": [-74.0090009,40.71870987]}",59,67
"{""type"": ""Point"", ""coordinates"": [-73.97574813,40.72368361]}",58,55
"{""type"": ""Point"", ""coordinates"": [-73.96226227,40.75892386]}",58,59
"{""type"": ""Point"", ""coordinates"": [-73.973984,40.730563]}",58,45
"{""type"": ""Point"", ""coordinates"": [-73.98562431,40.78057799]}",58,52
"{""type"": ""Point"", ""coordinates"": [-73.98631746,40.69236178]}",58,76
"{""type"": ""Point"", ""coordinates"": [-73.95299117,40.72708584]}",58,62
"{""type"": ""Point"", ""coordinates"": [-73.9622207,40.76471852]}",57,60
"{""type"": ""Point"", ""coordinates"": [-73.954692,40.805159]}",57,54
"{""type"": ""Point"", ""coordinates"": [-73.95249933,40.7922553]}",57,57
"{""type"": ""Point"", ""coordinates"": [-73.971518,40.766368]}",57,58
"{""type"": ""Point"", ""coordinates"": [-73.98362464,40.69474881]}",56,52
"{""type"": ""Point"", ""coordinates"": [-73.984844,40.713126]}",56,58
"{""type"": ""Point"", ""coordinates"": [-73.97754961,40.7785669]}",56,60
"{""type"": ""Point"", ""coordinates"": [-73.99337909,40.69239502]}",56,61
"{""type"": ""Point"", ""coordinates"": [-74.013942,40.701907]}",56,71
"{""type"": ""Point"", ""coordinates"": [-73.95284,40.73555]}",55,36
"{""type"": ""Point"", ""coordinates"": [-73.98451656,40.68841743]}",55,65
"{""type"": ""Point"", ""coordinates"": [-73.9567526,40.77573034]}",55,63
"{""type"": ""Point"", ""coordinates"": [-73.97137,40.78275]}",55,79
"{""type"": ""Point"", ""coordinates"": [-73.98971773,40.69991755]}",55,62
"{""type"": ""Point"", ""coordinates"": [-73.96751037,40.69610226]}",54,48
"{""type"": ""Point"", ""coordinates"": [-73.96699104,40.804213]}",54,69
"{""type"": ""Point"", ""coordinates"": [-74.00552427,40.71146364]}",54,57
"{""type"": ""Point"", ""coordinates"": [-73.95451,40.74731]}",54,45
"{""type"": ""Point"", ""coordinates"": [-73.96224618,40.7671284]}",53,53
"{""type"": ""Point"", ""coordinates"": [-73.9645,40.795]}",53,44
"{""type"": ""Point"", ""coordinates"": [-73.977112,40.7867947]}",53,66
"{""type"": ""Point"", ""coordinates"": [-73.98261206,40.71622644]}",53,55
"{""type"": ""Point"", ""coordinates"": [-73.97632328,40.68382604]}",53,40
"{""type"": ""Point"", ""coordinates"": [-73.987167,40.695065]}",53,59
"{""type"": ""Point"", ""coordinates"": [-73.99475825,40.680611]}",52,56
"{""type"": ""Point"", ""coordinates"": [-73.99917254,40.6847514]}",52,51
"{""type"": ""Point"", ""coordinates"": [-73.957145,40.801694]}",52,51
"{""type"": ""Point"", ""coordinates"": [-73.953559,40.787801]}",51,49
"{""type"": ""Point"", ""coordinates"": [-73.94594,40.7817212]}",51,50
"{""type"": ""Point"", ""coordinates"": [-73.946041,40.7779453]}",51,46
"{""type"": ""Point"", ""coordinates"": [-73.98068914,40.69839895]}",51,35
"{""type"": ""Point"", ""coordinates"": [-73.973736,40.697787]}",50,32
"{""type"": ""Point"", ""coordinates"": [-73.97839676,40.6703837]}",49,53
"{""type"": ""Point"", ""coordinates"": [-74.0104554,40.71748752]}",49,47
"{""type"": ""Point"", ""coordinates"": [-73.9521667,40.7806284]}",49,53
"{""type"": ""Point"", ""coordinates"": [-73.95427465,40.77477945]}",49,51
"{""type"": ""Point"", ""coordinates"": [-73.96841526,40.70764494]}",48,46
"{""type"": ""Point"", ""coordinates"": [-73.98912867,40.68926942]}",48,52
"{""type"": ""Point"", ""coordinates"": [-73.94308,40.72325]}",48,41
"{""type"": ""Point"", ""coordinates"": [-73.95394,40.73026]}",48,56
"{""type"": ""Point"", ""coordinates"": [-73.98470567,40.7746671]}",48,50
"{""type"": ""Point"", ""coordinates"": [-73.98093133,40.78339981]}",48,58
"{""type"": ""Point"", ""coordinates"": [-73.95621,40.72606]}",48,38
