geometry,start,end
"{""type"": ""Point"", ""coordinates"": [-73.99949601,40.72362738]}",114,103
"{""type"": ""Point"", ""coordinates"": [-73.97449784,40.74322681]}",113,104
"{""type"": ""Point"", ""coordinates"": [-73.9535166,40.77140426]}",112,116
"{""type"": ""Point"", ""coordinates"": [-73.97573881,40.73314259]}",112,94
"{""type"": ""Point"", ""coordinates"": [-73.9916,40.749156]}",111,119
"{""type"": ""Point"", ""coordinates"": [-73.98185424,40.72453734]}",111,137
"{""type"": ""Point"", ""coordinates"": [-73.97950418,40.72746421]}",111,131
"{""type"": ""Point"", ""coordinates"": [-73.98517977,40.72066442]}",110,122
"{""type"": ""Point"", ""coordinates"": [-73.9734419,40.74780373]}",110,98
"{""type"": ""Point"", ""coordinates"": [-73.98452729,40.76068327]}",109,98
"{""type"": ""Point"", ""coordinates"": [-74.0046073,40.71273266]}",109,99
"{""type"": ""Point"", ""coordinates"": [-73.99642959,40.73804614]}",108,129
"{""type"": ""Point"", ""coordinates"": [-73.99093085,40.75019995]}",107,128
"{""type"": ""Point"", ""coordinates"": [-73.99046034,40.77149671]}",107,108
"{""type"": ""Point"", ""coordinates"": [-73.98658032,40.75513557]}",106,105
"{""type"": ""Point"", ""coordinates"": [-73.98205027,40.73587678]}",106,133
"{""type"": ""Point"", ""coordinates"": [-73.96165073,40.72036775]}",106,101
"{""type"": ""Point"", ""coordinates"": [-73.99144871,40.74395411]}",106,99
"{""type"": ""Point"", ""coordinates"": [-74.00367558,40.74353373]}",105,92
"{""type"": ""Point"", ""coordinates"": [-73.97898475,40.7770575]}",105,106
"{""type"": ""Point"", ""coordinates"": [-74.005226,40.751396]}",105,81
"{""type"": ""Point"", ""coordinates"": [-73.97087984,40.6729679]}",104,94
"{""type"": ""Point"", ""coordinates"": [-73.98473765,40.73624527]}",104,117
"{""type"": ""Point"", ""coordinates"": [-73.96590294,40.71285887]}",104,104
"{""type"": ""Point"", ""coordinates"": [-74.00747359,40.74275383]}",103,81
"{""type"": ""Point"", ""coordinates"": [-73.9851615,40.76370739]}",103,95
"{""type"": ""Point"", ""coordinates"": [-73.97945255,40.66106337]}",101,113
"{""type"": ""Point"", ""coordinates"": [-74.00247214,40.71939226]}",101,94
"{""type"": ""Point"", ""coordinates"": [-73.9979009,40.75660359]}",100,114
"{""type"": ""Point"", ""coordinates"": [-73.95818491,40.76500525]}",100,95
"{""type"": ""Point"", ""coordinates"": [-73.98802084,40.7172274]}",100,106
"{""type"": ""Point"", ""coordinates"": [-73.97835016,40.76309387]}",100,100
"{""type"": ""Point"", ""coordinates"": [-74.00483091,40.73535398]}",99,96
"{""type"": ""Point"", ""coordinates"": [-73.99404649,40.72903917]}",99,86
"{""type"": ""Point"", ""coordinates"": [-73.99422366,40.7158155]}",98,104
"{""type"": ""Point"", ""coordinates"": [-73.95850939,40.71745169]}",98,86
"{""type"": ""Point"", ""coordinates"": [-73.98940236,40.70255088]}",98,82
"{""type"": ""Point"", ""coordinates"": [-74.01658354,40.7153379]}",98,111
"{""type"": ""Point"", ""coordinates"": [-73.99800419,40.73532427]}",96,106
"{""type"": ""Point"", ""coordinates"": [-73.98788205,40.76227205]}",96,90
"{""type"": ""Point"", ""coordinates"": [-74.00295035,40.74971775]}",96,67
"{""type"": ""Point"", ""coordinates"": [-73.99490342,40.73143724]}",96,79
"{""type"": ""Point"", ""coordinates"": [-74.00398269,40.73756121]}",95,99
"{""type"": ""Point"", ""coordinates"": [-73.981346,40.714215]}",94,107
"{""type"": ""Point"", ""coordinates"": [-73.97982001,40.76132983]}",94,89
"{""type"": ""Point"", ""coordinates"": [-73.99301222,40.76269882]}",94,115
"{""type"": ""Point"", ""coordinates"": [-73.95212324,40.72311651]}",93,93
"{""type"": ""Point"", ""coordinates"": [-73.95520136,40.71816969]}",93,66
"{""type"": ""Point"", ""coordinates"": [-74.01677685,40.70569254]}",92,96
"{""type"": ""Point"", ""coordinates"": [-73.94073717,40.75110165]}",91,111
"{""type"": ""Point"", ""coordinates"": [-73.98751968,40.73827428]}",91,88
"{""type"": ""Point"", ""coordinates"": [-73.98808416,40.74854862]}",90,82
"{""type"": ""Point"", ""coordinates"": [-73.955613,40.799484]}",90,91
"{""type"": ""Point"", ""coordinates"": [-73.98194829,40.7457121]}",90,86
"{""type"": ""Point"", ""coordinates"": [-73.98690506,40.76584941]}",90,85
"{""type"": ""Point"", ""coordinates"": [-74.00618026,40.73652889]}",90,91
"{""type"": ""Point"", ""coordinates"": [-73.97782542,40.7734066]}",90,99
"{""type"": ""Point"", ""coordinates"": [-73.9786517,40.7829391]}",89,102
"{""type"": ""Point"", ""coordinates"": [-74.009447,40.711066]}",88,82
"{""type"": ""Point"", ""coordinates"": [-73.95348296,40.76663814]}",88,80
"{""type"": ""Point"", ""coordinates"": [-73.9867267,40.70140317]}",88,67
"{""type"": ""Point"", ""coordinates"": [-73.98266566,40.77492513]}",87,88
"{""type"": ""Point"", ""coordinates"": [-73.97498696,40.75510267]}",87,84
"{""type"": ""Point"", ""coordinates"": [-73.99431,40.735445]}",87,90
"{""type"": ""Point"", ""coordinates"": [-73.98490707,40.74765947]}",87,85
"{""type"": ""Point"", ""coordinates"": [-73.99852205,40.73226398]}",87,83
"{""type"": ""Point"", ""coordinates"": [-73.99063168,40.6867443]}",86,78
"{""type"": ""Point"", ""coordinates"": [-73.99392888,40.76727216]}",85,96
"{""type"": ""Point"", ""coordinates"": [-73.98257732,40.75668721]}",84,63
"{""type"": ""Point"", ""coordinates"": [-73.968087,40.7919557]}",84,96
"{""type"": ""Point"", ""coordinates"": [-73.96409422,40.77118288]}",84,60
"{""type"": ""Point"", ""coordinates"": [-73.94552579,40.7862586]}",83,90
"{""type"": ""Point"", ""coordinates"": [-73.98797393,40.73536706]}",82,79
"{""type"": ""Point"", ""coordinates"": [-74.00504082,40.70831794]}",82,70
"{""type"": ""Point"", ""coordinates"": [-73.986274,40.720747]}",81,75
"{""type"": ""Point"", ""coordinates"": [-73.98683077,40.7451677]}",80,77
"{""type"": ""Point"", ""coordinates"": [-73.99906065,40.73047747]}",80,78
"{""type"": ""Point"", ""coordinates"": [-73.99193043,40.71173107]}",80,79
"{""type"": ""Point"", ""coordinates"": [-73.98215353,40.74311555]}",79,74
"{""type"": ""Point"", ""coordinates"": [-73.99667444,40.76341379]}",79,93
"{""type"": ""Point"", ""coordinates"": [-74.008591,40.728846]}",78,66
"{""type"": ""Point"", ""coordinates"": [-73.95698119,40.71286844]}",78,71
"{""type"": ""Point"", ""coordinates"": [-73.97768752,40.72521311]}",78,87
"{""type"": ""Point"", ""coordinates"": [-73.97895137,40.68312489]}",77,62
"{""type"": ""Point"", ""coordinates"": [-73.95242,40.71924]}",77,62
"{""type"": ""Point"", ""coordinates"": [-73.98329859,40.71850211]}",76,86
"{""type"": ""Point"", ""coordinates"": [-73.971888,40.7937704]}",76,86
"{""type"": ""Point"", ""coordinates"": [-73.95411749,40.74232744]}",76,71
"{""type"": ""Point"", ""coordinates"": [-73.97374737,40.77896784]}",75,98
"{""type"": ""Point"", ""coordinates"": [-74.01713445,40.70834698]}",75,92
"{""type"": ""Point"", ""coordinates"": [-74.00026394,40.73224119]}",75,75
"{""type"": ""Point"", ""coordinates"": [-73.95840794,40.76876203]}",74,59
"{""type"": ""Point"", ""coordinates"": [-74.01122332,40.71485151]}",74,67
"{""type"": ""Point"", ""coordinates"": [-73.95779,40.72906]}",73,71
"{""type"": ""Point"", ""coordinates"": [-73.99158043,40.73261787]}",73,73
"{""type"": ""Point"", ""coordinates"": [-73.97668709,40.72228087]}",72,93
"{""type"": ""Point"", ""coordinates"": [-73.97536082,40.74144387]}",72,70
"{""type"": ""Point"", ""coordinates"": [-73.98085795,40.7208736]}",71,98
"{""type"": ""Point"", ""coordinates"": [-73.9551276,40.77755374]}",71,84
"{""type"": ""Point"", ""coordinates"": [-73.98288594,40.77748046]}",71,82
"{""type"": ""Point"", ""coordinates"": [-73.96069399,40.7781314]}",71,66
"{""type"": ""Point"", ""coordinates"": [-73.99740189,40.75469175]}",71,66
"{""type"": ""Point"", ""coordinates"": [-73.96264403,40.71260486]}",71,74
"{""type"": ""Point"", ""coordinates"": [-73.99061728,40.76669671]}",71,69
"{""type"": ""Point"", ""coordinates"": [-73.97121214,40.744219]}",71,92
"{""type"": ""Point"", ""coordinates"": [-73.96063149,40.70924826]}",70,77
"{""type"": ""Point"", ""coordinates"": [-73.97880077,40.74757396]}",69,53
"{""type"": ""Point"", ""coordinates"": [-73.97137,40.78275]}",69,87
"{""type"": ""Point"", ""coordinates"": [-74.01234218,40.70122128]}",69,47
"{""type"": ""Point"", ""coordinates"": [-73.97402311,40.7597108]}",68,68
"{""type"": ""Point"", ""coordinates"": [-73.97667321,40.78524672]}",68,83
"{""type"": ""Point"", ""coordinates"": [-74.00167,40.707873]}",68,78
"{""type"": ""Point"", ""coordinates"": [-73.95484712,40.72079821]}",68,63
"{""type"": ""Point"", ""coordinates"": [-74.00859207,40.7361967]}",67,75
"{""type"": ""Point"", ""coordinates"": [-73.98451656,40.68841743]}",67,71
"{""type"": ""Point"", ""coordinates"": [-73.99510132,40.73331967]}",66,67
"{""type"": ""Point"", ""coordinates"": [-73.95739,40.71469]}",66,38
"{""type"": ""Point"", ""coordinates"": [-73.95394,40.73026]}",66,67
"{""type"": ""Point"", ""coordinates"": [-73.98316936,40.75527307]}",66,66
"{""type"": ""Point"", ""coordinates"": [-73.98338988,40.75038009]}",66,65
"{""type"": ""Point"", ""coordinates"": [-73.99293911,40.71406667]}",66,67
"{""type"": ""Point"", ""coordinates"": [-73.96222088,40.773763]}",65,61
"{""type"": ""Point"", ""coordinates"": [-73.95068615,40.77565541]}",65,71
"{""type"": ""Point"", ""coordinates"": [-73.98971773,40.69991755]}",65,60
"{""type"": ""Point"", ""coordinates"": [-74.00965965,40.72405549]}",64,42
"{""type"": ""Point"", ""coordinates"": [-73.98949474,40.69241829]}",64,56
"{""type"": ""Point"", ""coordinates"": [-73.97523209,40.67514684]}",64,72
"{""type"": ""Point"", ""coordinates"": [-73.98303529,40.74444921]}",64,65
"{""type"": ""Point"", ""coordinates"": [-74.01030064,40.72019521]}",63,57
"{""type"": ""Point"", ""coordinates"": [-73.988038,40.770513]}",63,65
"{""type"": ""Point"", ""coordinates"": [-73.97995466,40.72299208]}",63,73
"{""type"": ""Point"", ""coordinates"": [-73.95234386,40.71413311]}",63,56
"{""type"": ""Point"", ""coordinates"": [-74.01020234,40.71291224]}",62,48
"{""type"": ""Point"", ""coordinates"": [-73.96525063,40.71044554]}",62,76
"{""type"": ""Point"", ""coordinates"": [-73.97791,40.751581]}",61,69
"{""type"": ""Point"", ""coordinates"": [-74.00666661,40.71911552]}",60,58
"{""type"": ""Point"", ""coordinates"": [-73.964839,40.79127]}",60,95
"{""type"": ""Point"", ""coordinates"": [-73.98888588,40.77750703]}",60,67
"{""type"": ""Point"", ""coordinates"": [-73.99595065,40.69512845]}",59,65
"{""type"": ""Point"", ""coordinates"": [-73.976806,40.739445]}",59,53
"{""type"": ""Point"", ""coordinates"": [-73.968896,40.693261]}",59,62
"{""type"": ""Point"", ""coordinates"": [-73.95852515,40.7190095]}",59,52
"{""type"": ""Point"", ""coordinates"": [-73.98918696,40.77515953]}",59,69
"{""type"": ""Point"", ""coordinates"": [-73.95249933,40.7922553]}",58,50
"{""type"": ""Point"", ""coordinates"": [-73.98765428,40.75097711]}",58,51
"{""type"": ""Point"", ""coordinates"": [-73.987167,40.695065]}",58,47
"{""type"": ""Point"", ""coordinates"": [-73.96724467,40.76095756]}",57,57
"{""type"": ""Point"", ""coordinates"": [-73.9999786,40.69165183]}",57,62
"{""type"": ""Point"", ""coordinates"": [-73.97324283,40.6776147]}",57,63
"{""type"": ""Point"", ""coordinates"": [-73.94965589,40.7811223]}",56,65
"{""type"": ""Point"", ""coordinates"": [-74.00566443,40.72243797]}",56,52
"{""type"": ""Point"", ""coordinates"": [-74.00612572,40.70530954]}",56,54
"{""type"": ""Point"", ""coordinates"": [-73.96286845,40.79406661]}",56,65
"{""type"": ""Point"", ""coordinates"": [-73.98268129,40.76344058]}",56,51
"{""type"": ""Point"", ""coordinates"": [-73.96648977,40.76440023]}",56,48
"{""type"": ""Point"", ""coordinates"": [-73.99183363,40.69102926]}",56,33
"{""type"": ""Point"", ""coordinates"": [-73.97992194,40.75216528]}",55,52
"{""type"": ""Point"", ""coordinates"": [-73.99337909,40.69239502]}",55,60
"{""type"": ""Point"", ""coordinates"": [-74.01361706,40.70463334]}",55,44
"{""type"": ""Point"", ""coordinates"": [-74.00670227,40.70355377]}",55,71
"{""type"": ""Point"", ""coordinates"": [-73.98562431,40.78057799]}",55,72
"{""type"": ""Point"", ""coordinates"": [-73.944507,40.715143]}",55,54
"{""type"": ""Point"", ""coordinates"": [-73.921631,40.756913]}",55,44
"{""type"": ""Point"", ""coordinates"": [-73.988639,40.768254]}",55,57
"{""type"": ""Point"", ""coordinates"": [-74.0091059,40.71625008]}",55,72
"{""type"": ""Point"", ""coordinates"": [-73.95608,40.70934]}",55,59
"{""type"": ""Point"", ""coordinates"": [-73.97041192,40.7973721]}",55,70
"{""type"": ""Point"", ""coordinates"": [-73.96599591,40.68323865]}",54,46
"{""type"": ""Point"", ""coordinates"": [-73.99203074,40.6902375]}",54,52
"{""type"": ""Point"", ""coordinates"": [-73.98282002,40.6772744]}",54,54
"{""type"": ""Point"", ""coordinates"": [-74.01043382,40.70905623]}",54,57
"{""type"": ""Point"", ""coordinates"": [-73.98093133,40.78339981]}",54,59
"{""type"": ""Point"", ""coordinates"": [-73.95141312,40.71167351]}",54,66
"{""type"": ""Point"", ""coordinates"": [-73.99682619,40.71117444]}",54,54
"{""type"": ""Point"", ""coordinates"": [-73.97632328,40.68382604]}",54,44
"{""type"": ""Point"", ""coordinates"": [-73.969024,40.6767]}",54,51
"{""type"": ""Point"", ""coordinates"": [-73.95772073,40.77862688]}",54,57
"{""type"": ""Point"", ""coordinates"": [-73.9622207,40.76471852]}",54,51
"{""type"": ""Point"", ""coordinates"": [-74.00731853,40.70706456]}",53,38
"{""type"": ""Point"", ""coordinates"": [-73.95427465,40.77477945]}",53,54
"{""type"": ""Point"", ""coordinates"": [-73.99475825,40.680611]}",53,44
"{""type"": ""Point"", ""coordinates"": [-73.98631746,40.69236178]}",53,55
"{""type"": ""Point"", ""coordinates"": [-73.9488134,40.778301]}",53,59
"{""type"": ""Point"", ""coordinates"": [-73.9523,40.7987859]}",53,66
"{""type"": ""Point"", ""coordinates"": [-73.974124,40.7941654]}",53,52
"{""type"": ""Point"", ""coordinates"": [-73.94989233,40.7728384]}",53,57
"{""type"": ""Point"", ""coordinates"": [-73.98917958,40.76360468]}",53,50
"{""type"": ""Point"", ""coordinates"": [-73.9787282,40.6740886]}",52,54
"{""type"": ""Point"", ""coordinates"": [-73.97032517,40.75323098]}",52,46
"{""type"": ""Point"", ""coordinates"": [-73.96885458,40.68940747]}",52,55
"{""type"": ""Point"", ""coordinates"": [-73.9590255,40.8143256]}",52,54
"{""type"": ""Point"", ""coordinates"": [-73.97493121,40.68981035]}",51,46
"{""type"": ""Point"", ""coordinates"": [-73.97207836,40.75714758]}",51,48
"{""type"": ""Point"", ""coordinates"": [-73.954692,40.805159]}",51,51
"{""type"": ""Point"", ""coordinates"": [-74.00562789,40.71450451]}",51,37
"{""type"": ""Point"", ""coordinates"": [-73.95299117,40.72708584]}",51,47
"{""type"": ""Point"", ""coordinates"": [-73.97738662,40.7381765]}",51,48
"{""type"": ""Point"", ""coordinates"": [-73.98352355,40.6728155]}",51,53
"{""type"": ""Point"", ""coordinates"": [-73.94977234,40.74708586]}",51,46
"{""type"": ""Point"", ""coordinates"": [-74.00926027,40.7047177]}",50,44
"{""type"": ""Point"", ""coordinates"": [-73.97948148,40.71219906]}",50,51
"{""type"": ""Point"", ""coordinates"": [-74.00552427,40.71146364]}",50,34
"{""type"": ""Point"", ""coordinates"": [-73.9521667,40.7806284]}",50,50
"{""type"": ""Point"", ""coordinates"": [-73.95482273,40.7689738]}",50,52
"{""type"": ""Point"", ""coordinates"": [-74.013012,40.7149787]}",50,52
"{""type"": ""Point"", ""coordinates"": [-73.97109243,40.76350532]}",50,47
"{""type"": ""Point"", ""coordinates"": [-73.95772297,40.77112927]}",49,40
"{""type"": ""Point"", ""coordinates"": [-73.94016171,40.70767788]}",49,49
"{""type"": ""Point"", ""coordinates"": [-73.97793172,40.72082834]}",49,63
"{""type"": ""Point"", ""coordinates"": [-73.9471673,40.7839636]}",49,48
"{""type"": ""Point"", ""coordinates"": [-73.9680438,40.6794388]}",48,52
"{""type"": ""Point"", ""coordinates"": [-73.96845281,40.76800889]}",48,33
"{""type"": ""Point"", ""coordinates"": [-73.98765762,40.70281858]}",48,31
"{""type"": ""Point"", ""coordinates"": [-74.005549,40.717571]}",48,49
"{""type"": ""Point"", ""coordinates"": [-73.97728533,40.78018397]}",48,63
"{""type"": ""Point"", ""coordinates"": [-74.00653609,40.70955958]}",48,41
"{""type"": ""Point"", ""coordinates"": [-73.9842844,40.69221589]}",47,38
"{""type"": ""Point"", ""coordinates"": [-73.9605695,40.66314]}",47,45
"{""type"": ""Point"", ""coordinates"": [-73.97574813,40.72368361]}",47,48
"{""type"": ""Point"", ""coordinates"": [-73.97567332,40.68094472]}",47,41
"{""type"": ""Point"", ""coordinates"": [-73.9739,40.7921]}",47,57
"{""type"": ""Point"", ""coordinates"": [-73.94984365,40.72395678]}",47,31
"{""type"": ""Point"", ""coordinates"": [-73.98016555,40.71739973]}",47,59
"{""type"": ""Point"", ""coordinates"": [-73.98912867,40.68926942]}",47,38
"{""type"": ""Point"", ""coordinates"": [-73.97604882,40.7489006]}",46,37
"{""type"": ""Point"", ""coordinates"": [-73.99344559,40.69760127]}",46,75
"{""type"": ""Point"", ""coordinates"": [-73.96841526,40.70764494]}",46,47
"{""type"": ""Point"", ""coordinates"": [-73.96986848,40.69794]}",46,39
"{""type"": ""Point"", ""coordinates"": [-73.96699104,40.804213]}",46,49
"{""type"": ""Point"", ""coordinates"": [-73.977112,40.7867947]}",46,50
"{""type"": ""Point"", ""coordinates"": [-74.00887308,40.70717936]}",46,49
"{""type"": ""Point"", ""coordinates"": [-73.93756926,40.69681963]}",46,49
"{""type"": ""Point"", ""coordinates"": [-73.95451,40.74731]}",46,55
"{""type"": ""Point"", ""coordinates"": [-73.925921,40.761584]}",45,44
"{""type"": ""Point"", ""coordinates"": [-73.98336183,40.76228826]}",45,39
"{""type"": ""Point"", ""coordinates"": [-73.99400398,40.71076228]}",45,45
"{""type"": ""Point"", ""coordinates"": [-73.9576801,40.6707767]}",45,56
"{""type"": ""Point"", ""coordinates"": [-73.9814832,40.6751622]}",45,45
"{""type"": ""Point"", ""coordinates"": [-73.97111473,40.6750207]}",45,38
"{""type"": ""Point"", ""coordinates"": [-73.98776323,40.71269042]}",45,41
"{""type"": ""Point"", ""coordinates"": [-73.97265183,40.68753406]}",44,43
"{""type"": ""Point"", ""coordinates"": [-73.94485918,40.7169811]}",44,48
"{""type"": ""Point"", ""coordinates"": [-73.9504154,40.72179134]}",44,38
"{""type"": ""Point"", ""coordinates"": [-73.97178913,40.69308257]}",44,59
"{""type"": ""Point"", ""coordinates"": [-73.957145,40.801694]}",44,45
"{""type"": ""Point"", ""coordinates"": [-73.98128127,40.78720869]}",43,49
"{""type"": ""Point"", ""coordinates"": [-73.99785267,40.6831164]}",43,41
"{""type"": ""Point"", ""coordinates"": [-73.9671457,40.6740123]}",43,47
"{""type"": ""Point"", ""coordinates"": [-73.97282625,40.75255434]}",42,41
"{""type"": ""Point"", ""coordinates"": [-73.97121414,40.75022392]}",42,43
"{""type"": ""Point"", ""coordinates"": [-74.0104554,40.71748752]}",42,37
